Date (days); distance (AU)
17.09.1993 ; 0.574073
18.09.1993 ; 0.575529
19.09.1993 ; 0.577166
20.09.1993 ; 0.578981
21.09.1993 ; 0.58097
22.09.1993 ; 0.583132
23.09.1993 ; 0.585462
24.09.1993 ; 0.587958
25.09.1993 ; 0.590617
26.09.1993 ; 0.593435
27.09.1993 ; 0.596409
28.09.1993 ; 0.599535
29.09.1993 ; 0.602811
30.09.1993 ; 0.606231
01.10.1993 ; 0.609793
02.10.1993 ; 0.613494
03.10.1993 ; 0.617328
04.10.1993 ; 0.621294
05.10.1993 ; 0.625386
06.10.1993 ; 0.629602
07.10.1993 ; 0.633937
08.10.1993 ; 0.638389
09.10.1993 ; 0.642953
10.10.1993 ; 0.647625
11.10.1993 ; 0.652403
12.10.1993 ; 0.657283
13.10.1993 ; 0.662262
14.10.1993 ; 0.667335
15.10.1993 ; 0.6725
16.10.1993 ; 0.677753
17.10.1993 ; 0.683091
18.10.1993 ; 0.688511
19.10.1993 ; 0.69401
20.10.1993 ; 0.699585
21.10.1993 ; 0.705232
22.10.1993 ; 0.71095
23.10.1993 ; 0.716734
24.10.1993 ; 0.722583
25.10.1993 ; 0.728493
26.10.1993 ; 0.734462
27.10.1993 ; 0.740487
28.10.1993 ; 0.746566
29.10.1993 ; 0.752696
30.10.1993 ; 0.758875
31.10.1993 ; 0.765101
01.11.1993 ; 0.771371
02.11.1993 ; 0.777684
03.11.1993 ; 0.784036
04.11.1993 ; 0.790427
05.11.1993 ; 0.796853
06.11.1993 ; 0.803313
07.11.1993 ; 0.809806
08.11.1993 ; 0.816328
09.11.1993 ; 0.82288
10.11.1993 ; 0.829457
11.11.1993 ; 0.83606
12.11.1993 ; 0.842687
13.11.1993 ; 0.849335
14.11.1993 ; 0.856003
15.11.1993 ; 0.862691
16.11.1993 ; 0.869395
17.11.1993 ; 0.876116
18.11.1993 ; 0.882851
19.11.1993 ; 0.8896
20.11.1993 ; 0.896361
21.11.1993 ; 0.903132
22.11.1993 ; 0.909914
23.11.1993 ; 0.916703
24.11.1993 ; 0.9235
25.11.1993 ; 0.930304
26.11.1993 ; 0.937112
27.11.1993 ; 0.943925
28.11.1993 ; 0.950741
29.11.1993 ; 0.95756
30.11.1993 ; 0.964379
01.12.1993 ; 0.9712
02.12.1993 ; 0.97802
03.12.1993 ; 0.984839
04.12.1993 ; 0.991655
05.12.1993 ; 0.99847
06.12.1993 ; 1.00528
07.12.1993 ; 1.01209
08.12.1993 ; 1.01889
09.12.1993 ; 1.02568
10.12.1993 ; 1.03247
11.12.1993 ; 1.03926
12.12.1993 ; 1.04603
13.12.1993 ; 1.0528
14.12.1993 ; 1.05956
15.12.1993 ; 1.06631
16.12.1993 ; 1.07305
17.12.1993 ; 1.07978
18.12.1993 ; 1.0865
19.12.1993 ; 1.09321
20.12.1993 ; 1.09991
21.12.1993 ; 1.10659
22.12.1993 ; 1.11326
23.12.1993 ; 1.11992
24.12.1993 ; 1.12657
25.12.1993 ; 1.13321
26.12.1993 ; 1.13983
27.12.1993 ; 1.14643
28.12.1993 ; 1.15302
29.12.1993 ; 1.1596
30.12.1993 ; 1.16616
31.12.1993 ; 1.17271
01.01.1994 ; 1.17924
02.01.1994 ; 1.18576
03.01.1994 ; 1.19226
04.01.1994 ; 1.19874
05.01.1994 ; 1.20521
06.01.1994 ; 1.21166
07.01.1994 ; 1.21809
08.01.1994 ; 1.22451
09.01.1994 ; 1.23091
10.01.1994 ; 1.23729
11.01.1994 ; 1.24366
12.01.1994 ; 1.25001
13.01.1994 ; 1.25634
14.01.1994 ; 1.26265
15.01.1994 ; 1.26895
16.01.1994 ; 1.27522
17.01.1994 ; 1.28148
18.01.1994 ; 1.28773
19.01.1994 ; 1.29395
20.01.1994 ; 1.30016
21.01.1994 ; 1.30634
22.01.1994 ; 1.31251
23.01.1994 ; 1.31867
24.01.1994 ; 1.3248
25.01.1994 ; 1.33092
26.01.1994 ; 1.33701
27.01.1994 ; 1.34309
28.01.1994 ; 1.34916
29.01.1994 ; 1.3552
30.01.1994 ; 1.36123
31.01.1994 ; 1.36723
01.02.1994 ; 1.37322
02.02.1994 ; 1.3792
03.02.1994 ; 1.38515
04.02.1994 ; 1.39109
05.02.1994 ; 1.39701
06.02.1994 ; 1.40291
07.02.1994 ; 1.40879
08.02.1994 ; 1.41466
09.02.1994 ; 1.42051
10.02.1994 ; 1.42634
11.02.1994 ; 1.43216
12.02.1994 ; 1.43796
13.02.1994 ; 1.44374
14.02.1994 ; 1.44951
15.02.1994 ; 1.45526
16.02.1994 ; 1.46099
17.02.1994 ; 1.4667
18.02.1994 ; 1.47241
19.02.1994 ; 1.47809
20.02.1994 ; 1.48376
21.02.1994 ; 1.48941
22.02.1994 ; 1.49505
23.02.1994 ; 1.50067
24.02.1994 ; 1.50628
25.02.1994 ; 1.51187
26.02.1994 ; 1.51745
27.02.1994 ; 1.52301
28.02.1994 ; 1.52856
01.03.1994 ; 1.53409
02.03.1994 ; 1.53961
03.03.1994 ; 1.54511
04.03.1994 ; 1.55061
05.03.1994 ; 1.55608
06.03.1994 ; 1.56155
07.03.1994 ; 1.567
08.03.1994 ; 1.57244
09.03.1994 ; 1.57786
10.03.1994 ; 1.58327
11.03.1994 ; 1.58867
12.03.1994 ; 1.59406
13.03.1994 ; 1.59944
14.03.1994 ; 1.6048
15.03.1994 ; 1.61015
16.03.1994 ; 1.61549
17.03.1994 ; 1.62082
18.03.1994 ; 1.62614
19.03.1994 ; 1.63145
20.03.1994 ; 1.63674
21.03.1994 ; 1.64203
22.03.1994 ; 1.64731
23.03.1994 ; 1.65257
24.03.1994 ; 1.65783
25.03.1994 ; 1.66307
26.03.1994 ; 1.66831
27.03.1994 ; 1.67353
28.03.1994 ; 1.67875
29.03.1994 ; 1.68396
30.03.1994 ; 1.68916
31.03.1994 ; 1.69435
01.04.1994 ; 1.69953
02.04.1994 ; 1.7047
03.04.1994 ; 1.70987
04.04.1994 ; 1.71503
05.04.1994 ; 1.72018
06.04.1994 ; 1.72532
07.04.1994 ; 1.73046
08.04.1994 ; 1.73558
09.04.1994 ; 1.7407
10.04.1994 ; 1.74582
11.04.1994 ; 1.75093
12.04.1994 ; 1.75603
13.04.1994 ; 1.76112
14.04.1994 ; 1.76621
15.04.1994 ; 1.77129
16.04.1994 ; 1.77637
17.04.1994 ; 1.78144
18.04.1994 ; 1.7865
19.04.1994 ; 1.79156
20.04.1994 ; 1.79661
21.04.1994 ; 1.80166
22.04.1994 ; 1.80671
23.04.1994 ; 1.81174
24.04.1994 ; 1.81678
25.04.1994 ; 1.82181
26.04.1994 ; 1.82683
27.04.1994 ; 1.83185
28.04.1994 ; 1.83687
29.04.1994 ; 1.84188
30.04.1994 ; 1.84688
01.05.1994 ; 1.85189
02.05.1994 ; 1.85689
03.05.1994 ; 1.86188
04.05.1994 ; 1.86687
05.05.1994 ; 1.87186
06.05.1994 ; 1.87684
07.05.1994 ; 1.88182
08.05.1994 ; 1.8868
09.05.1994 ; 1.89177
10.05.1994 ; 1.89674
11.05.1994 ; 1.90171
12.05.1994 ; 1.90667
13.05.1994 ; 1.91163
14.05.1994 ; 1.91659
15.05.1994 ; 1.92154
16.05.1994 ; 1.92649
17.05.1994 ; 1.93144
18.05.1994 ; 1.93638
19.05.1994 ; 1.94133
20.05.1994 ; 1.94626
21.05.1994 ; 1.9512
22.05.1994 ; 1.95613
23.05.1994 ; 1.96106
24.05.1994 ; 1.96599
25.05.1994 ; 1.97091
26.05.1994 ; 1.97583
27.05.1994 ; 1.98075
28.05.1994 ; 1.98566
29.05.1994 ; 1.99057
30.05.1994 ; 1.99548
31.05.1994 ; 2.00039
01.06.1994 ; 2.00529
02.06.1994 ; 2.01019
03.06.1994 ; 2.01508
04.06.1994 ; 2.01997
05.06.1994 ; 2.02486
06.06.1994 ; 2.02975
07.06.1994 ; 2.03463
08.06.1994 ; 2.0395
09.06.1994 ; 2.04438
10.06.1994 ; 2.04925
11.06.1994 ; 2.05411
12.06.1994 ; 2.05897
13.06.1994 ; 2.06383
14.06.1994 ; 2.06868
15.06.1994 ; 2.07353
16.06.1994 ; 2.07838
17.06.1994 ; 2.08322
18.06.1994 ; 2.08805
19.06.1994 ; 2.09288
20.06.1994 ; 2.09771
21.06.1994 ; 2.10253
22.06.1994 ; 2.10734
23.06.1994 ; 2.11215
24.06.1994 ; 2.11695
25.06.1994 ; 2.12175
26.06.1994 ; 2.12654
27.06.1994 ; 2.13133
28.06.1994 ; 2.13611
29.06.1994 ; 2.14088
30.06.1994 ; 2.14564
01.07.1994 ; 2.1504
02.07.1994 ; 2.15515
03.07.1994 ; 2.1599
04.07.1994 ; 2.16463
05.07.1994 ; 2.16936
06.07.1994 ; 2.17408
07.07.1994 ; 2.1788
08.07.1994 ; 2.1835
09.07.1994 ; 2.1882
10.07.1994 ; 2.19288
11.07.1994 ; 2.19756
12.07.1994 ; 2.20223
13.07.1994 ; 2.20689
14.07.1994 ; 2.21153
15.07.1994 ; 2.21617
16.07.1994 ; 2.2208
17.07.1994 ; 2.22542
18.07.1994 ; 2.23002
19.07.1994 ; 2.23462
20.07.1994 ; 2.2392
21.07.1994 ; 2.24377
22.07.1994 ; 2.24833
23.07.1994 ; 2.25288
24.07.1994 ; 2.25741
25.07.1994 ; 2.26193
26.07.1994 ; 2.26644
27.07.1994 ; 2.27093
28.07.1994 ; 2.27541
29.07.1994 ; 2.27988
30.07.1994 ; 2.28433
31.07.1994 ; 2.28876
01.08.1994 ; 2.29318
02.08.1994 ; 2.29759
03.08.1994 ; 2.30198
04.08.1994 ; 2.30635
05.08.1994 ; 2.31071
06.08.1994 ; 2.31504
07.08.1994 ; 2.31937
08.08.1994 ; 2.32367
09.08.1994 ; 2.32795
10.08.1994 ; 2.33222
11.08.1994 ; 2.33647
12.08.1994 ; 2.3407
13.08.1994 ; 2.34491
14.08.1994 ; 2.3491
15.08.1994 ; 2.35327
16.08.1994 ; 2.35742
17.08.1994 ; 2.36154
18.08.1994 ; 2.36565
19.08.1994 ; 2.36973
20.08.1994 ; 2.37379
21.08.1994 ; 2.37783
22.08.1994 ; 2.38185
23.08.1994 ; 2.38584
24.08.1994 ; 2.38981
25.08.1994 ; 2.39375
26.08.1994 ; 2.39767
27.08.1994 ; 2.40157
28.08.1994 ; 2.40544
29.08.1994 ; 2.40928
30.08.1994 ; 2.4131
31.08.1994 ; 2.41689
01.09.1994 ; 2.42065
02.09.1994 ; 2.42438
03.09.1994 ; 2.42809
04.09.1994 ; 2.43177
05.09.1994 ; 2.43542
06.09.1994 ; 2.43904
07.09.1994 ; 2.44263
08.09.1994 ; 2.44619
09.09.1994 ; 2.44972
10.09.1994 ; 2.45322
11.09.1994 ; 2.45669
12.09.1994 ; 2.46012
13.09.1994 ; 2.46352
14.09.1994 ; 2.46689
15.09.1994 ; 2.47023
16.09.1994 ; 2.47353
17.09.1994 ; 2.4768
18.09.1994 ; 2.48003
19.09.1994 ; 2.48323
20.09.1994 ; 2.4864
21.09.1994 ; 2.48952
22.09.1994 ; 2.49262
23.09.1994 ; 2.49567
24.09.1994 ; 2.49869
25.09.1994 ; 2.50167
26.09.1994 ; 2.50461
27.09.1994 ; 2.50751
28.09.1994 ; 2.51037
29.09.1994 ; 2.5132
30.09.1994 ; 2.51598
01.10.1994 ; 2.51873
02.10.1994 ; 2.52143
03.10.1994 ; 2.52409
04.10.1994 ; 2.52671
05.10.1994 ; 2.52929
06.10.1994 ; 2.53183
07.10.1994 ; 2.53432
08.10.1994 ; 2.53677
09.10.1994 ; 2.53917
10.10.1994 ; 2.54153
11.10.1994 ; 2.54385
12.10.1994 ; 2.54612
13.10.1994 ; 2.54835
14.10.1994 ; 2.55053
15.10.1994 ; 2.55266
16.10.1994 ; 2.55475
17.10.1994 ; 2.55679
18.10.1994 ; 2.55878
19.10.1994 ; 2.56072
20.10.1994 ; 2.56262
21.10.1994 ; 2.56446
22.10.1994 ; 2.56626
23.10.1994 ; 2.56801
24.10.1994 ; 2.5697
25.10.1994 ; 2.57135
26.10.1994 ; 2.57295
27.10.1994 ; 2.57449
28.10.1994 ; 2.57598
29.10.1994 ; 2.57742
30.10.1994 ; 2.57881
31.10.1994 ; 2.58015
01.11.1994 ; 2.58143
02.11.1994 ; 2.58266
03.11.1994 ; 2.58383
04.11.1994 ; 2.58495
05.11.1994 ; 2.58602
06.11.1994 ; 2.58703
07.11.1994 ; 2.58799
08.11.1994 ; 2.58889
09.11.1994 ; 2.58973
10.11.1994 ; 2.59052
11.11.1994 ; 2.59125
12.11.1994 ; 2.59192
13.11.1994 ; 2.59254
14.11.1994 ; 2.5931
15.11.1994 ; 2.5936
16.11.1994 ; 2.59404
17.11.1994 ; 2.59443
18.11.1994 ; 2.59475
19.11.1994 ; 2.59502
20.11.1994 ; 2.59523
21.11.1994 ; 2.59537
22.11.1994 ; 2.59546
23.11.1994 ; 2.59549
24.11.1994 ; 2.59545
25.11.1994 ; 2.59536
26.11.1994 ; 2.5952
27.11.1994 ; 2.59499
28.11.1994 ; 2.59471
29.11.1994 ; 2.59437
30.11.1994 ; 2.59397
01.12.1994 ; 2.5935
02.12.1994 ; 2.59298
03.12.1994 ; 2.59239
04.12.1994 ; 2.59174
05.12.1994 ; 2.59102
06.12.1994 ; 2.59025
07.12.1994 ; 2.58941
08.12.1994 ; 2.5885
09.12.1994 ; 2.58753
10.12.1994 ; 2.5865
11.12.1994 ; 2.58541
12.12.1994 ; 2.58425
13.12.1994 ; 2.58302
14.12.1994 ; 2.58173
15.12.1994 ; 2.58038
16.12.1994 ; 2.57896
17.12.1994 ; 2.57748
18.12.1994 ; 2.57593
19.12.1994 ; 2.57432
20.12.1994 ; 2.57264
21.12.1994 ; 2.5709
22.12.1994 ; 2.56909
23.12.1994 ; 2.56722
24.12.1994 ; 2.56528
25.12.1994 ; 2.56327
26.12.1994 ; 2.5612
27.12.1994 ; 2.55907
28.12.1994 ; 2.55687
29.12.1994 ; 2.5546
30.12.1994 ; 2.55227
31.12.1994 ; 2.54987
01.01.1995 ; 2.54741
02.01.1995 ; 2.54488
03.01.1995 ; 2.54229
04.01.1995 ; 2.53963
05.01.1995 ; 2.5369
06.01.1995 ; 2.53411
07.01.1995 ; 2.53126
08.01.1995 ; 2.52834
09.01.1995 ; 2.52535
10.01.1995 ; 2.5223
11.01.1995 ; 2.51918
12.01.1995 ; 2.516
13.01.1995 ; 2.51275
14.01.1995 ; 2.50944
15.01.1995 ; 2.50606
16.01.1995 ; 2.50262
17.01.1995 ; 2.49911
18.01.1995 ; 2.49554
19.01.1995 ; 2.4919
20.01.1995 ; 2.4882
21.01.1995 ; 2.48444
22.01.1995 ; 2.48061
23.01.1995 ; 2.47672
24.01.1995 ; 2.47276
25.01.1995 ; 2.46874
26.01.1995 ; 2.46466
27.01.1995 ; 2.46052
28.01.1995 ; 2.45631
29.01.1995 ; 2.45204
30.01.1995 ; 2.4477
31.01.1995 ; 2.4433
01.02.1995 ; 2.43885
02.02.1995 ; 2.43432
03.02.1995 ; 2.42974
04.02.1995 ; 2.4251
05.02.1995 ; 2.42039
06.02.1995 ; 2.41563
07.02.1995 ; 2.4108
08.02.1995 ; 2.40591
09.02.1995 ; 2.40096
10.02.1995 ; 2.39595
11.02.1995 ; 2.39089
12.02.1995 ; 2.38576
13.02.1995 ; 2.38057
14.02.1995 ; 2.37533
15.02.1995 ; 2.37002
16.02.1995 ; 2.36466
17.02.1995 ; 2.35924
18.02.1995 ; 2.35376
19.02.1995 ; 2.34822
20.02.1995 ; 2.34263
21.02.1995 ; 2.33698
22.02.1995 ; 2.33127
23.02.1995 ; 2.32551
24.02.1995 ; 2.31969
25.02.1995 ; 2.31382
26.02.1995 ; 2.30789
27.02.1995 ; 2.30191
28.02.1995 ; 2.29587
01.03.1995 ; 2.28978
02.03.1995 ; 2.28363
03.03.1995 ; 2.27743
04.03.1995 ; 2.27118
05.03.1995 ; 2.26487
06.03.1995 ; 2.25852
07.03.1995 ; 2.25211
08.03.1995 ; 2.24565
09.03.1995 ; 2.23914
10.03.1995 ; 2.23257
11.03.1995 ; 2.22596
12.03.1995 ; 2.2193
13.03.1995 ; 2.21259
14.03.1995 ; 2.20583
15.03.1995 ; 2.19902
16.03.1995 ; 2.19216
17.03.1995 ; 2.18525
18.03.1995 ; 2.1783
19.03.1995 ; 2.1713
20.03.1995 ; 2.16425
21.03.1995 ; 2.15716
22.03.1995 ; 2.15002
23.03.1995 ; 2.14283
24.03.1995 ; 2.1356
25.03.1995 ; 2.12833
26.03.1995 ; 2.12101
27.03.1995 ; 2.11365
28.03.1995 ; 2.10624
29.03.1995 ; 2.09879
30.03.1995 ; 2.0913
31.03.1995 ; 2.08377
01.04.1995 ; 2.0762
02.04.1995 ; 2.06858
03.04.1995 ; 2.06093
04.04.1995 ; 2.05323
05.04.1995 ; 2.0455
06.04.1995 ; 2.03772
07.04.1995 ; 2.02991
08.04.1995 ; 2.02206
09.04.1995 ; 2.01417
10.04.1995 ; 2.00624
11.04.1995 ; 1.99828
12.04.1995 ; 1.99028
13.04.1995 ; 1.98224
14.04.1995 ; 1.97417
15.04.1995 ; 1.96606
16.04.1995 ; 1.95792
17.04.1995 ; 1.94975
18.04.1995 ; 1.94154
19.04.1995 ; 1.9333
20.04.1995 ; 1.92502
21.04.1995 ; 1.91671
22.04.1995 ; 1.90837
23.04.1995 ; 1.9
24.04.1995 ; 1.8916
25.04.1995 ; 1.88317
26.04.1995 ; 1.87471
27.04.1995 ; 1.86622
28.04.1995 ; 1.8577
29.04.1995 ; 1.84915
30.04.1995 ; 1.84057
01.05.1995 ; 1.83197
02.05.1995 ; 1.82334
03.05.1995 ; 1.81468
04.05.1995 ; 1.806
05.05.1995 ; 1.79729
06.05.1995 ; 1.78855
07.05.1995 ; 1.77979
08.05.1995 ; 1.77101
09.05.1995 ; 1.7622
10.05.1995 ; 1.75337
11.05.1995 ; 1.74452
12.05.1995 ; 1.73564
13.05.1995 ; 1.72675
14.05.1995 ; 1.71783
15.05.1995 ; 1.70889
16.05.1995 ; 1.69993
17.05.1995 ; 1.69095
18.05.1995 ; 1.68195
19.05.1995 ; 1.67293
20.05.1995 ; 1.6639
21.05.1995 ; 1.65484
22.05.1995 ; 1.64577
23.05.1995 ; 1.63668
24.05.1995 ; 1.62758
25.05.1995 ; 1.61846
26.05.1995 ; 1.60932
27.05.1995 ; 1.60017
28.05.1995 ; 1.59101
29.05.1995 ; 1.58183
30.05.1995 ; 1.57263
31.05.1995 ; 1.56343
01.06.1995 ; 1.55421
02.06.1995 ; 1.54498
03.06.1995 ; 1.53574
04.06.1995 ; 1.52648
05.06.1995 ; 1.51722
06.06.1995 ; 1.50795
07.06.1995 ; 1.49866
08.06.1995 ; 1.48937
09.06.1995 ; 1.48007
10.06.1995 ; 1.47076
11.06.1995 ; 1.46145
12.06.1995 ; 1.45212
13.06.1995 ; 1.4428
14.06.1995 ; 1.43346
15.06.1995 ; 1.42412
16.06.1995 ; 1.41477
17.06.1995 ; 1.40542
18.06.1995 ; 1.39607
19.06.1995 ; 1.38671
20.06.1995 ; 1.37735
21.06.1995 ; 1.36799
22.06.1995 ; 1.35863
23.06.1995 ; 1.34926
24.06.1995 ; 1.33989
25.06.1995 ; 1.33053
26.06.1995 ; 1.32116
27.06.1995 ; 1.3118
28.06.1995 ; 1.30243
29.06.1995 ; 1.29307
30.06.1995 ; 1.28371
01.07.1995 ; 1.27436
02.07.1995 ; 1.26501
03.07.1995 ; 1.25566
04.07.1995 ; 1.24632
05.07.1995 ; 1.23698
06.07.1995 ; 1.22765
07.07.1995 ; 1.21832
08.07.1995 ; 1.20901
09.07.1995 ; 1.1997
10.07.1995 ; 1.1904
11.07.1995 ; 1.18111
12.07.1995 ; 1.17182
13.07.1995 ; 1.16255
14.07.1995 ; 1.15329
15.07.1995 ; 1.14404
16.07.1995 ; 1.1348
17.07.1995 ; 1.12558
18.07.1995 ; 1.11637
19.07.1995 ; 1.10717
20.07.1995 ; 1.09799
21.07.1995 ; 1.08883
22.07.1995 ; 1.07968
23.07.1995 ; 1.07055
24.07.1995 ; 1.06143
25.07.1995 ; 1.05234
26.07.1995 ; 1.04326
27.07.1995 ; 1.0342
28.07.1995 ; 1.02517
29.07.1995 ; 1.01615
30.07.1995 ; 1.00716
31.07.1995 ; 0.998193
01.08.1995 ; 0.989249
02.08.1995 ; 0.980329
03.08.1995 ; 0.971435
04.08.1995 ; 0.962568
05.08.1995 ; 0.953728
06.08.1995 ; 0.944917
07.08.1995 ; 0.936135
08.08.1995 ; 0.927383
09.08.1995 ; 0.918663
10.08.1995 ; 0.909975
11.08.1995 ; 0.90132
12.08.1995 ; 0.892699
13.08.1995 ; 0.884114
14.08.1995 ; 0.875565
15.08.1995 ; 0.867053
16.08.1995 ; 0.858581
17.08.1995 ; 0.850148
18.08.1995 ; 0.841755
19.08.1995 ; 0.833406
20.08.1995 ; 0.825099
21.08.1995 ; 0.816837
22.08.1995 ; 0.808622
23.08.1995 ; 0.800453
24.08.1995 ; 0.792333
25.08.1995 ; 0.784264
26.08.1995 ; 0.776245
27.08.1995 ; 0.76828
28.08.1995 ; 0.760369
29.08.1995 ; 0.752514
30.08.1995 ; 0.744717
31.08.1995 ; 0.736979
01.09.1995 ; 0.729302
02.09.1995 ; 0.721688
03.09.1995 ; 0.714137
04.09.1995 ; 0.706653
05.09.1995 ; 0.699237
06.09.1995 ; 0.691891
07.09.1995 ; 0.684617
08.09.1995 ; 0.677416
09.09.1995 ; 0.670291
10.09.1995 ; 0.663244
11.09.1995 ; 0.656277
12.09.1995 ; 0.649392
13.09.1995 ; 0.642592
14.09.1995 ; 0.635878
15.09.1995 ; 0.629253
16.09.1995 ; 0.62272
17.09.1995 ; 0.61628
18.09.1995 ; 0.609937
19.09.1995 ; 0.603692
20.09.1995 ; 0.597548
21.09.1995 ; 0.591509
22.09.1995 ; 0.585576
23.09.1995 ; 0.579752
24.09.1995 ; 0.574041
25.09.1995 ; 0.568444
26.09.1995 ; 0.562964
27.09.1995 ; 0.557605
28.09.1995 ; 0.552368
29.09.1995 ; 0.547258
30.09.1995 ; 0.542276
01.10.1995 ; 0.537426
02.10.1995 ; 0.532711
03.10.1995 ; 0.528133
04.10.1995 ; 0.523694
05.10.1995 ; 0.519399
06.10.1995 ; 0.51525
07.10.1995 ; 0.511248
08.10.1995 ; 0.507398
09.10.1995 ; 0.503701
10.10.1995 ; 0.500161
11.10.1995 ; 0.496779
12.10.1995 ; 0.493558
13.10.1995 ; 0.4905
14.10.1995 ; 0.487607
15.10.1995 ; 0.484882
16.10.1995 ; 0.482326
17.10.1995 ; 0.479941
18.10.1995 ; 0.477729
19.10.1995 ; 0.47569
20.10.1995 ; 0.473826
21.10.1995 ; 0.472139
22.10.1995 ; 0.470629
23.10.1995 ; 0.469296
24.10.1995 ; 0.468142
25.10.1995 ; 0.467166
26.10.1995 ; 0.466369
27.10.1995 ; 0.46575
28.10.1995 ; 0.465309
29.10.1995 ; 0.465046
30.10.1995 ; 0.464959
31.10.1995 ; 0.465048
01.11.1995 ; 0.465312
02.11.1995 ; 0.465749
03.11.1995 ; 0.466358
04.11.1995 ; 0.467136
05.11.1995 ; 0.468082
06.11.1995 ; 0.469194
07.11.1995 ; 0.47047
08.11.1995 ; 0.471907
09.11.1995 ; 0.473502
10.11.1995 ; 0.475254
11.11.1995 ; 0.477159
12.11.1995 ; 0.479214
13.11.1995 ; 0.481416
14.11.1995 ; 0.483763
15.11.1995 ; 0.486251
16.11.1995 ; 0.488877
17.11.1995 ; 0.491637
18.11.1995 ; 0.49453
19.11.1995 ; 0.49755
20.11.1995 ; 0.500695
21.11.1995 ; 0.503962
22.11.1995 ; 0.507347
23.11.1995 ; 0.510847
24.11.1995 ; 0.514458
25.11.1995 ; 0.518178
26.11.1995 ; 0.522003
27.11.1995 ; 0.52593
28.11.1995 ; 0.529956
29.11.1995 ; 0.534077
30.11.1995 ; 0.538291
01.12.1995 ; 0.542594
02.12.1995 ; 0.546984
03.12.1995 ; 0.551458
04.12.1995 ; 0.556012
05.12.1995 ; 0.560645
06.12.1995 ; 0.565352
07.12.1995 ; 0.570133
08.12.1995 ; 0.574983
09.12.1995 ; 0.579901
10.12.1995 ; 0.584884
11.12.1995 ; 0.58993
12.12.1995 ; 0.595036
13.12.1995 ; 0.600201
14.12.1995 ; 0.605421
15.12.1995 ; 0.610695
16.12.1995 ; 0.616021
17.12.1995 ; 0.621397
18.12.1995 ; 0.626821
19.12.1995 ; 0.632291
20.12.1995 ; 0.637805
21.12.1995 ; 0.643362
22.12.1995 ; 0.64896
23.12.1995 ; 0.654596
24.12.1995 ; 0.660271
25.12.1995 ; 0.665982
26.12.1995 ; 0.671728
27.12.1995 ; 0.677507
28.12.1995 ; 0.683318
29.12.1995 ; 0.689159
30.12.1995 ; 0.695031
31.12.1995 ; 0.70093
01.01.1996 ; 0.706857
02.01.1996 ; 0.712809
03.01.1996 ; 0.718787
04.01.1996 ; 0.724788
05.01.1996 ; 0.730813
06.01.1996 ; 0.736859
07.01.1996 ; 0.742927
08.01.1996 ; 0.749014
09.01.1996 ; 0.755122
10.01.1996 ; 0.761247
11.01.1996 ; 0.767391
12.01.1996 ; 0.773551
13.01.1996 ; 0.779728
14.01.1996 ; 0.78592
15.01.1996 ; 0.792128
16.01.1996 ; 0.79835
17.01.1996 ; 0.804586
18.01.1996 ; 0.810834
19.01.1996 ; 0.817096
20.01.1996 ; 0.82337
21.01.1996 ; 0.829655
22.01.1996 ; 0.835952
23.01.1996 ; 0.84226
24.01.1996 ; 0.848577
25.01.1996 ; 0.854905
26.01.1996 ; 0.861242
27.01.1996 ; 0.867589
28.01.1996 ; 0.873944
29.01.1996 ; 0.880308
30.01.1996 ; 0.886679
31.01.1996 ; 0.893059
01.02.1996 ; 0.899446
02.02.1996 ; 0.905841
03.02.1996 ; 0.912242
04.02.1996 ; 0.918651
05.02.1996 ; 0.925065
06.02.1996 ; 0.931487
07.02.1996 ; 0.937914
08.02.1996 ; 0.944347
09.02.1996 ; 0.950786
10.02.1996 ; 0.957231
11.02.1996 ; 0.963681
12.02.1996 ; 0.970136
13.02.1996 ; 0.976597
14.02.1996 ; 0.983063
15.02.1996 ; 0.989533
16.02.1996 ; 0.996008
17.02.1996 ; 1.00249
18.02.1996 ; 1.00897
19.02.1996 ; 1.01546
20.02.1996 ; 1.02196
21.02.1996 ; 1.02845
22.02.1996 ; 1.03495
23.02.1996 ; 1.04146
24.02.1996 ; 1.04797
25.02.1996 ; 1.05449
26.02.1996 ; 1.061
27.02.1996 ; 1.06753
28.02.1996 ; 1.07405
29.02.1996 ; 1.08058
01.03.1996 ; 1.08712
02.03.1996 ; 1.09366
03.03.1996 ; 1.1002
04.03.1996 ; 1.10675
05.03.1996 ; 1.1133
06.03.1996 ; 1.11985
07.03.1996 ; 1.12641
08.03.1996 ; 1.13297
09.03.1996 ; 1.13954
10.03.1996 ; 1.1461
11.03.1996 ; 1.15268
12.03.1996 ; 1.15926
13.03.1996 ; 1.16584
14.03.1996 ; 1.17242
15.03.1996 ; 1.17901
16.03.1996 ; 1.1856
17.03.1996 ; 1.1922
18.03.1996 ; 1.1988
19.03.1996 ; 1.20541
20.03.1996 ; 1.21201
21.03.1996 ; 1.21863
22.03.1996 ; 1.22524
23.03.1996 ; 1.23186
24.03.1996 ; 1.23849
25.03.1996 ; 1.24512
26.03.1996 ; 1.25175
27.03.1996 ; 1.25839
28.03.1996 ; 1.26503
29.03.1996 ; 1.27167
30.03.1996 ; 1.27832
31.03.1996 ; 1.28498
01.04.1996 ; 1.29163
02.04.1996 ; 1.2983
03.04.1996 ; 1.30496
04.04.1996 ; 1.31163
05.04.1996 ; 1.31831
