time (days); x ; y ; r ; f ; E ; M ; P
85.425 ; 0.291758 ; -0.11553 ; 0.3138 ; -0.377036 ; 5.9757 ; 6.03775 ; 88.8975
85.7722 ; 0.295189 ; -0.104368 ; 0.313096 ; -0.339845 ; 6.00624 ; 6.06229 ; 88.8975
86.1195 ; 0.298276 ; -0.0930841 ; 0.312464 ; -0.302496 ; 6.03685 ; 6.08684 ; 88.8975
86.4668 ; 0.301014 ; -0.0816911 ; 0.311902 ; -0.265003 ; 6.06751 ; 6.11138 ; 88.8975
86.814 ; 0.303398 ; -0.070202 ; 0.311414 ; -0.227384 ; 6.09822 ; 6.13592 ; 88.8975
87.1613 ; 0.305422 ; -0.0586299 ; 0.310999 ; -0.189656 ; 6.12898 ; 6.16047 ; 88.8975
87.5085 ; 0.307084 ; -0.0469881 ; 0.310658 ; -0.151836 ; 6.15978 ; 6.18501 ; 88.8975
87.8558 ; 0.30838 ; -0.0352903 ; 0.310392 ; -0.113942 ; 6.1906 ; 6.20955 ; 88.8975
88.203 ; 0.309307 ; -0.0235504 ; 0.310202 ; -0.0759925 ; 6.22145 ; 6.2341 ; 88.8975
88.5503 ; 0.309864 ; -0.0117822 ; 0.310088 ; -0.0380056 ; 6.25231 ; 6.25864 ; 88.8975
88.8975 ; 0.31005 ; -8.90835e-15 ; 0.31005 ; -2.8732e-14 ; 6.28319 ; 6.28319 ; 88.8975
