time (days); x ; y ; r ; f ; E ; M ; P
1 ; -20.3749 ; -4.46288 ; 20.8579 ; -2.92596 ; 172227 ; 172228 ; 27410.9
2 ; -29.2059 ; -3.35106 ; 29.3976 ; -3.02735 ; 344454 ; 344455 ; 27410.9
3 ; -33.7093 ; -1.70334 ; 33.7524 ; -3.09111 ; 516682 ; 516683 ; 27410.9
4 ; -35.007 ; 0.114216 ; 35.0071 ; 3.13833 ; 688910 ; 688910 ; 27410.9
5 ; -33.3356 ; 1.92167 ; 33.3909 ; 3.08401 ; 861138 ; 861138 ; 27410.9
6 ; -28.3844 ; 3.53056 ; 28.6032 ; 3.01784 ; 1.03337e+06 ; 1.03337e+06 ; 27410.9
7 ; -18.8286 ; 4.51629 ; 19.3626 ; 2.90618 ; 1.20559e+06 ; 1.20559e+06 ; 27410.9
8 ; -4.52446 ; -3.18064 ; 5.53057 ; -2.52886 ; 1.37782e+06 ; 1.37782e+06 ; 27410.9
9 ; -21.7965 ; -4.38206 ; 22.2326 ; -2.94319 ; 1.55005e+06 ; 1.55005e+06 ; 27410.9
10 ; -29.9637 ; -3.16424 ; 30.1303 ; -3.03638 ; 1.72228e+06 ; 1.72228e+06 ; 27410.9
11 ; -34.0346 ; -1.48255 ; 34.0669 ; -3.09806 ; 1.8945e+06 ; 1.8945e+06 ; 27410.9
12 ; -34.9618 ; 0.3425 ; 34.9634 ; 3.1318 ; 2.06673e+06 ; 2.06673e+06 ; 27410.9
13 ; -32.9122 ; 2.13714 ; 32.9815 ; 3.07675 ; 2.23896e+06 ; 2.23896e+06 ; 27410.9
14 ; -27.4957 ; 3.70169 ; 27.7438 ; 3.00777 ; 2.41119e+06 ; 2.41119e+06 ; 27410.9
15 ; -17.138 ; 4.53498 ; 17.7279 ; 2.88291 ; 2.58341e+06 ; 2.58341e+06 ; 27410.9
16 ; -7.96277 ; -3.87462 ; 8.85542 ; -2.68873 ; 2.75564e+06 ; 2.75564e+06 ; 27410.9
17 ; -23.108 ; -4.27906 ; 23.5009 ; -2.95849 ; 2.92787e+06 ; 2.92787e+06 ; 27410.9
18 ; -30.6608 ; -2.97101 ; 30.8045 ; -3.045 ; 3.1001e+06 ; 3.1001e+06 ; 27410.9
19 ; -34.3121 ; -1.25969 ; 34.3352 ; -3.1049 ; 3.27232e+06 ; 3.27232e+06 ; 27410.9
20 ; -34.8713 ; 0.57034 ; 34.8759 ; 3.12524 ; 3.44455e+06 ; 3.44455e+06 ; 27410.9
21 ; -32.438 ; 2.3493 ; 32.5229 ; 3.06929 ; 3.61678e+06 ; 3.61678e+06 ; 27410.9
22 ; -26.5357 ; 3.86321 ; 26.8154 ; 2.99702 ; 3.78901e+06 ; 3.78901e+06 ; 27410.9
23 ; -15.2762 ; 4.5081 ; 15.9275 ; 2.85463 ; 3.96124e+06 ; 3.96123e+06 ; 27410.9
24 ; -10.7252 ; -4.22309 ; 11.5266 ; -2.76648 ; 4.13346e+06 ; 4.13346e+06 ; 27410.9
25 ; -24.3208 ; -4.15773 ; 24.6736 ; -2.97228 ; 4.30569e+06 ; 4.30569e+06 ; 27410.9
26 ; -31.2999 ; -2.77214 ; 31.4224 ; -3.05326 ; 4.47792e+06 ; 4.47792e+06 ; 27410.9
27 ; -34.5427 ; -1.0351 ; 34.5582 ; -3.11164 ; 4.65014e+06 ; 4.65015e+06 ; 27410.9
28 ; -34.7353 ; 0.797434 ; 34.7444 ; 3.11864 ; 4.82237e+06 ; 4.82237e+06 ; 27410.9
29 ; -31.9116 ; 2.55769 ; 32.0139 ; 3.06161 ; 4.9946e+06 ; 4.9946e+06 ; 27410.9
30 ; -25.4993 ; 4.0136 ; 25.8133 ; 2.98547 ; 5.16683e+06 ; 5.16683e+06 ; 27410.9
31 ; -13.2031 ; 4.41847 ; 13.9228 ; 2.81865 ; 5.33906e+06 ; 5.33906e+06 ; 27410.9
32 ; -13.0895 ; -4.41168 ; 13.8129 ; -2.81651 ; 5.51128e+06 ; 5.51128e+06 ; 27410.9
33 ; -25.4437 ; -4.02102 ; 25.7595 ; -2.98485 ; 5.68351e+06 ; 5.68351e+06 ; 27410.9
34 ; -31.883 ; -2.56832 ; 31.9863 ; -3.06121 ; 5.85574e+06 ; 5.85574e+06 ; 27410.9
35 ; -34.727 ; -0.80912 ; 34.7364 ; -3.1183 ; 6.02797e+06 ; 6.02797e+06 ; 27410.9
36 ; -34.5534 ; 1.02348 ; 34.5685 ; 3.11198 ; 6.20019e+06 ; 6.20019e+06 ; 27410.9
37 ; -31.3313 ; 2.76175 ; 31.4528 ; 3.05367 ; 6.37242e+06 ; 6.37242e+06 ; 27410.9
38 ; -24.3808 ; 4.15103 ; 24.7316 ; 2.97295 ; 6.54465e+06 ; 6.54465e+06 ; 27410.9
39 ; -10.8554 ; 4.23593 ; 11.6526 ; 2.76955 ; 6.71688e+06 ; 6.71688e+06 ; 27410.9
40 ; -15.1748 ; -4.5052 ; 15.8295 ; -2.85299 ; 6.8891e+06 ; 6.8891e+06 ; 27410.9
41 ; -26.4841 ; -3.87125 ; 26.7656 ; -2.99645 ; 7.06133e+06 ; 7.06133e+06 ; 27410.9
42 ; -32.4121 ; -2.36015 ; 32.4979 ; -3.0689 ; 7.23356e+06 ; 7.23356e+06 ; 27410.9
43 ; -34.8654 ; -0.582072 ; 34.8702 ; -3.1249 ; 7.40579e+06 ; 7.40579e+06 ; 27410.9
44 ; -34.3252 ; 1.24814 ; 34.3479 ; 3.10525 ; 7.57801e+06 ; 7.57801e+06 ; 27410.9
45 ; -30.6952 ; 2.96089 ; 30.8377 ; 3.04543 ; 7.75024e+06 ; 7.75024e+06 ; 27410.9
46 ; -23.1729 ; 4.27322 ; 23.5636 ; 2.95924 ; 7.92247e+06 ; 7.92247e+06 ; 27410.9
47 ; -8.11814 ; 3.89842 ; 9.00566 ; 2.6939 ; 8.0947e+06 ; 8.0947e+06 ; 27410.9
48 ; -17.0465 ; -4.53482 ; 17.6394 ; -2.88159 ; 8.26692e+06 ; 8.26692e+06 ; 27410.9
49 ; -27.448 ; -3.71027 ; 27.6976 ; -3.00723 ; 8.43915e+06 ; 8.43915e+06 ; 27410.9
50 ; -32.889 ; -2.14816 ; 32.9591 ; -3.07637 ; 8.61138e+06 ; 8.61138e+06 ; 27410.9
51 ; -34.9582 ; -0.354263 ; 34.96 ; -3.13146 ; 8.78361e+06 ; 8.78361e+06 ; 27410.9
52 ; -34.0501 ; 1.47111 ; 34.0818 ; 3.09842 ; 8.95584e+06 ; 8.95583e+06 ; 27410.9
53 ; -30.0011 ; 3.15443 ; 30.1665 ; 3.03683 ; 9.12806e+06 ; 9.12806e+06 ; 27410.9
54 ; -21.8667 ; 4.37726 ; 22.3005 ; 2.94402 ; 9.30029e+06 ; 9.30029e+06 ; 27410.9
55 ; -4.72784 ; 3.23246 ; 5.72724 ; 2.54189 ; 9.47252e+06 ; 9.47252e+06 ; 27410.9
56 ; -18.7451 ; -4.51818 ; 19.2819 ; -2.90507 ; 9.64474e+06 ; 9.64475e+06 ; 27410.9
57 ; -28.3403 ; -3.5396 ; 28.5605 ; -3.01734 ; 9.81697e+06 ; 9.81697e+06 ; 27410.9
58 ; -33.3149 ; -1.93285 ; 33.371 ; -3.08364 ; 9.9892e+06 ; 9.9892e+06 ; 27410.9
59 ; -35.0057 ; -0.125995 ; 35.006 ; -3.13799 ; 1.01614e+07 ; 1.01614e+07 ; 27410.9
60 ; -33.7273 ; 1.69201 ; 33.7697 ; 3.09147 ; 1.03337e+07 ; 1.03337e+07 ; 27410.9
61 ; -29.2465 ; 3.3416 ; 29.4368 ; 3.02783 ; 1.05059e+07 ; 1.05059e+07 ; 27410.9
62 ; -20.4511 ; 4.45933 ; 20.9316 ; 2.9269 ; 1.06781e+07 ; 1.06781e+07 ; 27410.9
63 ; 0.410429 ; 0.637901 ; 0.758531 ; 0.999071 ; 1.08503e+07 ; 1.08503e+07 ; 27410.9
64 ; -20.2983 ; -4.46636 ; 20.7839 ; -2.92501 ; 1.10226e+07 ; 1.10226e+07 ; 27410.9
65 ; -29.1652 ; -3.3605 ; 29.3581 ; -3.02688 ; 1.11948e+07 ; 1.11948e+07 ; 27410.9
66 ; -33.6913 ; -1.71466 ; 33.7349 ; -3.09074 ; 1.1367e+07 ; 1.1367e+07 ; 27410.9
67 ; -35.0081 ; 0.102436 ; 35.0082 ; 3.13867 ; 1.15392e+07 ; 1.15392e+07 ; 27410.9
68 ; -33.356 ; 1.91047 ; 33.4107 ; 3.08438 ; 1.17115e+07 ; 1.17115e+07 ; 27410.9
69 ; -28.4284 ; 3.5215 ; 28.6457 ; 3.01835 ; 1.18837e+07 ; 1.18837e+07 ; 27410.9
70 ; -18.9116 ; 4.51431 ; 19.443 ; 2.90727 ; 1.20559e+07 ; 1.20559e+07 ; 27410.9
71 ; -4.31714 ; -3.12604 ; 5.33009 ; -2.51487 ; 1.22282e+07 ; 1.22282e+07 ; 27410.9
72 ; -21.726 ; -4.38681 ; 22.1644 ; -2.94236 ; 1.24004e+07 ; 1.24004e+07 ; 27410.9
73 ; -29.9262 ; -3.17404 ; 30.094 ; -3.03593 ; 1.25726e+07 ; 1.25726e+07 ; 27410.9
74 ; -34.019 ; -1.49399 ; 34.0518 ; -3.0977 ; 1.27448e+07 ; 1.27448e+07 ; 27410.9
75 ; -34.9652 ; 0.330735 ; 34.9668 ; 3.13213 ; 1.29171e+07 ; 1.29171e+07 ; 27410.9
76 ; -32.9352 ; 2.1261 ; 33.0038 ; 3.07713 ; 1.30893e+07 ; 1.30893e+07 ; 27410.9
77 ; -27.5433 ; 3.69309 ; 27.7898 ; 3.0083 ; 1.32615e+07 ; 1.32615e+07 ; 27410.9
78 ; -17.2291 ; 4.53502 ; 17.816 ; 2.88421 ; 1.34338e+07 ; 1.34338e+07 ; 27410.9
79 ; -7.80572 ; -3.85 ; 8.70354 ; -2.68338 ; 1.3606e+07 ; 1.3606e+07 ; 27410.9
80 ; -23.0429 ; -4.28485 ; 23.4379 ; -2.95774 ; 1.37782e+07 ; 1.37782e+07 ; 27410.9
81 ; -30.6263 ; -2.98112 ; 30.7711 ; -3.04456 ; 1.39504e+07 ; 1.39504e+07 ; 27410.9
82 ; -34.299 ; -1.27123 ; 34.3225 ; -3.10455 ; 1.41227e+07 ; 1.41227e+07 ; 27410.9
83 ; -34.8771 ; 0.558605 ; 34.8815 ; 3.12558 ; 1.42949e+07 ; 1.42949e+07 ; 27410.9
84 ; -32.4637 ; 2.33845 ; 32.5478 ; 3.06968 ; 1.44671e+07 ; 1.44671e+07 ; 27410.9
85 ; -26.587 ; 3.85513 ; 26.865 ; 2.9976 ; 1.46393e+07 ; 1.46393e+07 ; 27410.9
86 ; -15.3769 ; 4.51084 ; 16.0249 ; 2.85625 ; 1.48116e+07 ; 1.48116e+07 ; 27410.9
87 ; -10.5938 ; -4.20984 ; 11.3997 ; -2.76334 ; 1.49838e+07 ; 1.49838e+07 ; 27410.9
88 ; -24.2605 ; -4.16439 ; 24.6153 ; -2.9716 ; 1.5156e+07 ; 1.5156e+07 ; 27410.9
89 ; -31.2683 ; -2.78252 ; 31.3918 ; -3.05284 ; 1.53283e+07 ; 1.53283e+07 ; 27410.9
90 ; -34.532 ; -1.04672 ; 34.5478 ; -3.11129 ; 1.55005e+07 ; 1.55005e+07 ; 27410.9
91 ; -34.7434 ; 0.785746 ; 34.7523 ; 3.11898 ; 1.56727e+07 ; 1.56727e+07 ; 27410.9
92 ; -31.94 ; 2.54704 ; 32.0414 ; 3.06202 ; 1.58449e+07 ; 1.58449e+07 ; 27410.9
93 ; -25.5547 ; 4.00614 ; 25.8668 ; 2.98609 ; 1.60172e+07 ; 1.60172e+07 ; 27410.9
94 ; -13.3161 ; 4.42503 ; 14.0321 ; 2.82077 ; 1.61894e+07 ; 1.61894e+07 ; 27410.9
95 ; -12.9751 ; -4.40464 ; 13.7023 ; -2.81433 ; 1.63616e+07 ; 1.63616e+07 ; 27410.9
96 ; -25.3879 ; -4.02841 ; 25.7055 ; -2.98423 ; 1.65338e+07 ; 1.65338e+07 ; 27410.9
97 ; -31.8542 ; -2.57894 ; 31.9585 ; -3.06081 ; 1.67061e+07 ; 1.67061e+07 ; 27410.9
98 ; -34.7186 ; -0.820803 ; 34.7283 ; -3.11796 ; 1.68783e+07 ; 1.68783e+07 ; 27410.9
99 ; -34.5639 ; 1.01185 ; 34.5787 ; 3.11233 ; 1.70505e+07 ; 1.70505e+07 ; 27410.9
100 ; -31.3625 ; 2.75134 ; 31.483 ; 3.05409 ; 1.72228e+07 ; 1.72228e+07 ; 27410.9
101 ; -24.4406 ; 4.1443 ; 24.7895 ; 2.97362 ; 1.7395e+07 ; 1.7395e+07 ; 27410.9
102 ; -10.9847 ; 4.24838 ; 11.7776 ; 2.77256 ; 1.75672e+07 ; 1.75672e+07 ; 27410.9
103 ; -15.0729 ; -4.50214 ; 15.731 ; -2.85134 ; 1.77394e+07 ; 1.77394e+07 ; 27410.9
104 ; -26.4324 ; -3.87926 ; 26.7155 ; -2.99587 ; 1.79117e+07 ; 1.79117e+07 ; 27410.9
105 ; -32.3861 ; -2.37098 ; 32.4728 ; -3.06851 ; 1.80839e+07 ; 1.80839e+07 ; 27410.9
106 ; -34.8594 ; -0.593802 ; 34.8644 ; -3.12456 ; 1.82561e+07 ; 1.82561e+07 ; 27410.9
107 ; -34.3381 ; 1.2366 ; 34.3603 ; 3.1056 ; 1.84284e+07 ; 1.84284e+07 ; 27410.9
108 ; -30.7294 ; 2.95075 ; 30.8707 ; 3.04586 ; 1.86006e+07 ; 1.86006e+07 ; 27410.9
109 ; -23.2375 ; 4.26734 ; 23.6261 ; 2.95998 ; 1.87728e+07 ; 1.87728e+07 ; 27410.9
110 ; -8.27187 ; 3.92143 ; 9.15431 ; 2.6989 ; 1.8945e+07 ; 1.8945e+07 ; 27410.9
111 ; -16.9545 ; -4.53454 ; 17.5504 ; -2.88026 ; 1.91173e+07 ; 1.91173e+07 ; 27410.9
112 ; -27.4001 ; -3.71882 ; 27.6513 ; -3.00669 ; 1.92895e+07 ; 1.92895e+07 ; 27410.9
113 ; -32.8656 ; -2.15918 ; 32.9365 ; -3.07599 ; 1.94617e+07 ; 1.94617e+07 ; 27410.9
114 ; -34.9545 ; -0.366025 ; 34.9564 ; -3.13112 ; 1.96339e+07 ; 1.96339e+07 ; 27410.9
115 ; -34.0654 ; 1.45965 ; 34.0967 ; 3.09877 ; 1.98062e+07 ; 1.98062e+07 ; 27410.9
116 ; -30.0384 ; 3.1446 ; 30.2025 ; 3.03729 ; 1.99784e+07 ; 1.99784e+07 ; 27410.9
117 ; -21.9366 ; 4.37239 ; 22.3681 ; 2.94485 ; 2.01506e+07 ; 2.01506e+07 ; 27410.9
118 ; -4.92751 ; 3.28174 ; 5.92032 ; 2.55405 ; 2.03229e+07 ; 2.03229e+07 ; 27410.9
119 ; -18.6613 ; -4.51998 ; 19.2009 ; -2.90396 ; 2.04951e+07 ; 2.04951e+07 ; 27410.9
120 ; -28.2959 ; -3.54862 ; 28.5176 ; -3.01683 ; 2.06673e+07 ; 2.06673e+07 ; 27410.9
121 ; -33.2942 ; -1.94403 ; 33.3509 ; -3.08327 ; 2.08395e+07 ; 2.08395e+07 ; 27410.9
122 ; -35.0044 ; -0.137773 ; 35.0047 ; -3.13766 ; 2.10118e+07 ; 2.10118e+07 ; 27410.9
123 ; -33.7451 ; 1.68067 ; 33.7869 ; 3.09183 ; 2.1184e+07 ; 2.1184e+07 ; 27410.9
124 ; -29.287 ; 3.33211 ; 29.4759 ; 3.02831 ; 2.13562e+07 ; 2.13562e+07 ; 27410.9
125 ; -20.527 ; 4.45571 ; 21.005 ; 2.92784 ; 2.15285e+07 ; 2.15284e+07 ; 27410.9
126 ; 0.0717709 ; 1.08364 ; 1.08601 ; 1.50466 ; 2.17007e+07 ; 2.17007e+07 ; 27410.9
127 ; -20.2215 ; -4.46976 ; 20.7096 ; -2.92405 ; 2.18729e+07 ; 2.18729e+07 ; 27410.9
128 ; -29.1242 ; -3.36993 ; 29.3185 ; -3.0264 ; 2.20451e+07 ; 2.20451e+07 ; 27410.9
129 ; -33.6731 ; -1.72598 ; 33.7173 ; -3.09038 ; 2.22174e+07 ; 2.22174e+07 ; 27410.9
130 ; -35.009 ; 0.0906568 ; 35.0092 ; 3.139 ; 2.23896e+07 ; 2.23896e+07 ; 27410.9
131 ; -33.3764 ; 1.89927 ; 33.4304 ; 3.08475 ; 2.25618e+07 ; 2.25618e+07 ; 27410.9
132 ; -28.4722 ; 3.51242 ; 28.688 ; 3.01885 ; 2.2734e+07 ; 2.2734e+07 ; 27410.9
133 ; -18.9943 ; 4.51224 ; 19.523 ; 2.90836 ; 2.29063e+07 ; 2.29063e+07 ; 27410.9
134 ; -4.10561 ; -3.06841 ; 5.12554 ; -2.49978 ; 2.30785e+07 ; 2.30785e+07 ; 27410.9
135 ; -21.6552 ; -4.3915 ; 22.096 ; -2.94151 ; 2.32507e+07 ; 2.32507e+07 ; 27410.9
136 ; -29.8884 ; -3.18382 ; 30.0575 ; -3.03547 ; 2.3423e+07 ; 2.3423e+07 ; 27410.9
137 ; -34.0033 ; -1.50543 ; 34.0366 ; -3.09735 ; 2.35952e+07 ; 2.35952e+07 ; 27410.9
138 ; -34.9685 ; 0.31897 ; 34.97 ; 3.13247 ; 2.37674e+07 ; 2.37674e+07 ; 27410.9
139 ; -32.9582 ; 2.11506 ; 33.026 ; 3.07751 ; 2.39396e+07 ; 2.39396e+07 ; 27410.9
140 ; -27.5906 ; 3.68446 ; 27.8355 ; 3.00884 ; 2.41119e+07 ; 2.41119e+07 ; 27410.9
141 ; -17.3198 ; 4.53494 ; 17.9036 ; 2.88551 ; 2.42841e+07 ; 2.42841e+07 ; 27410.9
142 ; -7.64692 ; -3.82451 ; 8.54998 ; -2.67783 ; 2.44563e+07 ; 2.44563e+07 ; 27410.9
143 ; -22.9775 ; -4.29059 ; 23.3746 ; -2.95699 ; 2.46285e+07 ; 2.46285e+07 ; 27410.9
144 ; -30.5917 ; -2.99121 ; 30.7376 ; -3.04412 ; 2.48008e+07 ; 2.48008e+07 ; 27410.9
145 ; -34.2857 ; -1.28276 ; 34.3097 ; -3.1042 ; 2.4973e+07 ; 2.4973e+07 ; 27410.9
146 ; -34.8827 ; 0.546869 ; 34.887 ; 3.12592 ; 2.51452e+07 ; 2.51452e+07 ; 27410.9
147 ; -32.4893 ; 2.32759 ; 32.5726 ; 3.07007 ; 2.53175e+07 ; 2.53175e+07 ; 27410.9
148 ; -26.6381 ; 3.84703 ; 26.9145 ; 2.99817 ; 2.54897e+07 ; 2.54897e+07 ; 27410.9
149 ; -15.4771 ; 4.51341 ; 16.1218 ; 2.85784 ; 2.56619e+07 ; 2.56619e+07 ; 27410.9
150 ; -10.4615 ; -4.19618 ; 11.2717 ; -2.76013 ; 2.58341e+07 ; 2.58341e+07 ; 27410.9
151 ; -24.2 ; -4.171 ; 24.5568 ; -2.97091 ; 2.60064e+07 ; 2.60064e+07 ; 27410.9
152 ; -31.2366 ; -2.79289 ; 31.3612 ; -3.05242 ; 2.61786e+07 ; 2.61786e+07 ; 27410.9
153 ; -34.5211 ; -1.05833 ; 34.5373 ; -3.11094 ; 2.63508e+07 ; 2.63508e+07 ; 27410.9
154 ; -34.7514 ; 0.774055 ; 34.76 ; 3.11932 ; 2.6523e+07 ; 2.6523e+07 ; 27410.9
155 ; -31.9683 ; 2.53638 ; 32.0688 ; 3.06242 ; 2.66953e+07 ; 2.66953e+07 ; 27410.9
156 ; -25.6099 ; 3.99865 ; 25.9202 ; 2.98671 ; 2.68675e+07 ; 2.68675e+07 ; 27410.9
157 ; -13.4283 ; 4.43134 ; 14.1406 ; 2.82284 ; 2.70397e+07 ; 2.70397e+07 ; 27410.9
158 ; -12.86 ; -4.39734 ; 13.591 ; -2.81212 ; 2.7212e+07 ; 2.7212e+07 ; 27410.9
159 ; -25.3318 ; -4.03576 ; 25.6513 ; -2.9836 ; 2.73842e+07 ; 2.73842e+07 ; 27410.9
160 ; -31.8254 ; -2.58955 ; 31.9305 ; -3.0604 ; 2.75564e+07 ; 2.75564e+07 ; 27410.9
161 ; -34.7101 ; -0.832483 ; 34.7201 ; -3.11761 ; 2.77286e+07 ; 2.77286e+07 ; 27410.9
162 ; -34.5743 ; 1.00022 ; 34.5887 ; 3.11267 ; 2.79009e+07 ; 2.79009e+07 ; 27410.9
163 ; -31.3937 ; 2.74092 ; 31.5131 ; 3.05451 ; 2.80731e+07 ; 2.80731e+07 ; 27410.9
164 ; -24.5002 ; 4.13752 ; 24.8471 ; 2.97429 ; 2.82453e+07 ; 2.82453e+07 ; 27410.9
165 ; -11.113 ; 4.26044 ; 11.9017 ; 2.7755 ; 2.84176e+07 ; 2.84176e+07 ; 27410.9
166 ; -14.9705 ; -4.4989 ; 15.6319 ; -2.84966 ; 2.85898e+07 ; 2.85898e+07 ; 27410.9
167 ; -26.3805 ; -3.88724 ; 26.6653 ; -2.99529 ; 2.8762e+07 ; 2.8762e+07 ; 27410.9
168 ; -32.36 ; -2.3818 ; 32.4475 ; -3.06812 ; 2.89342e+07 ; 2.89342e+07 ; 27410.9
169 ; -34.8532 ; -0.60553 ; 34.8585 ; -3.12422 ; 2.91065e+07 ; 2.91065e+07 ; 27410.9
170 ; -34.3509 ; 1.22504 ; 34.3727 ; 3.10595 ; 2.92787e+07 ; 2.92787e+07 ; 27410.9
171 ; -30.7634 ; 2.94059 ; 30.9037 ; 3.04629 ; 2.94509e+07 ; 2.94509e+07 ; 27410.9
172 ; -23.3018 ; 4.26141 ; 23.6883 ; 2.96071 ; 2.96231e+07 ; 2.96231e+07 ; 27410.9
173 ; -8.42401 ; 3.94369 ; 9.30143 ; 2.70375 ; 2.97954e+07 ; 2.97954e+07 ; 27410.9
174 ; -16.862 ; -4.53414 ; 17.461 ; -2.87891 ; 2.99676e+07 ; 2.99676e+07 ; 27410.9
175 ; -27.352 ; -3.72734 ; 27.6048 ; -3.00615 ; 3.01398e+07 ; 3.01398e+07 ; 27410.9
176 ; -32.8422 ; -2.17019 ; 32.9138 ; -3.07561 ; 3.03121e+07 ; 3.03121e+07 ; 27410.9
177 ; -34.9507 ; -0.377786 ; 34.9528 ; -3.13078 ; 3.04843e+07 ; 3.04843e+07 ; 27410.9
178 ; -34.0806 ; 1.4482 ; 34.1114 ; 3.09912 ; 3.06565e+07 ; 3.06565e+07 ; 27410.9
179 ; -30.0755 ; 3.13475 ; 30.2384 ; 3.03774 ; 3.08287e+07 ; 3.08287e+07 ; 27410.9
180 ; -22.0063 ; 4.36747 ; 22.4355 ; 2.94567 ; 3.1001e+07 ; 3.1001e+07 ; 27410.9
181 ; -5.12369 ; 3.32869 ; 6.11002 ; 2.56545 ; 3.11732e+07 ; 3.11732e+07 ; 27410.9
182 ; -18.577 ; -4.52168 ; 19.1194 ; -2.90283 ; 3.13454e+07 ; 3.13454e+07 ; 27410.9
183 ; -28.2514 ; -3.55761 ; 28.4746 ; -3.01633 ; 3.15176e+07 ; 3.15176e+07 ; 27410.9
184 ; -33.2733 ; -1.9552 ; 33.3307 ; -3.0829 ; 3.16899e+07 ; 3.16899e+07 ; 27410.9
185 ; -35.0029 ; -0.149551 ; 35.0032 ; -3.13732 ; 3.18621e+07 ; 3.18621e+07 ; 27410.9
186 ; -33.7628 ; 1.66933 ; 33.8041 ; 3.09219 ; 3.20343e+07 ; 3.20343e+07 ; 27410.9
187 ; -29.3273 ; 3.32261 ; 29.5149 ; 3.02878 ; 3.22066e+07 ; 3.22066e+07 ; 27410.9
188 ; -20.6026 ; 4.45202 ; 21.0781 ; 2.92877 ; 3.23788e+07 ; 3.23788e+07 ; 27410.9
189 ; -0.283088 ; 1.40084 ; 1.42916 ; 1.77019 ; 3.2551e+07 ; 3.2551e+07 ; 27410.9
190 ; -20.1442 ; -4.47309 ; 20.6349 ; -2.92308 ; 3.27232e+07 ; 3.27232e+07 ; 27410.9
191 ; -29.0831 ; -3.37933 ; 29.2788 ; -3.02592 ; 3.28955e+07 ; 3.28955e+07 ; 27410.9
192 ; -33.6547 ; -1.73728 ; 33.6995 ; -3.09002 ; 3.30677e+07 ; 3.30677e+07 ; 27410.9
193 ; -35.0099 ; 0.0788769 ; 35.01 ; 3.13934 ; 3.32399e+07 ; 3.32399e+07 ; 27410.9
194 ; -33.3966 ; 1.88806 ; 33.4499 ; 3.08512 ; 3.34122e+07 ; 3.34122e+07 ; 27410.9
195 ; -28.5158 ; 3.50331 ; 28.7302 ; 3.01935 ; 3.35844e+07 ; 3.35844e+07 ; 27410.9
196 ; -19.0767 ; 4.51008 ; 19.6026 ; 2.90944 ; 3.37566e+07 ; 3.37566e+07 ; 27410.9
197 ; -3.8896 ; -3.00741 ; 4.91666 ; -2.48341 ; 3.39288e+07 ; 3.39288e+07 ; 27410.9
198 ; -21.5841 ; -4.39613 ; 22.0272 ; -2.94067 ; 3.41011e+07 ; 3.41011e+07 ; 27410.9
199 ; -29.8505 ; -3.19359 ; 30.0209 ; -3.03501 ; 3.42733e+07 ; 3.42733e+07 ; 27410.9
200 ; -33.9874 ; -1.51685 ; 34.0212 ; -3.09699 ; 3.44455e+07 ; 3.44455e+07 ; 27410.9
201 ; -34.9717 ; 0.307203 ; 34.9731 ; 3.13281 ; 3.46177e+07 ; 3.46177e+07 ; 27410.9
202 ; -32.981 ; 2.104 ; 33.048 ; 3.07788 ; 3.479e+07 ; 3.479e+07 ; 27410.9
203 ; -27.6378 ; 3.67581 ; 27.8811 ; 3.00937 ; 3.49622e+07 ; 3.49622e+07 ; 27410.9
204 ; -17.41 ; 4.53474 ; 17.9909 ; 2.88679 ; 3.51344e+07 ; 3.51344e+07 ; 27410.9
205 ; -7.48632 ; -3.79813 ; 8.39468 ; -2.67209 ; 3.53067e+07 ; 3.53067e+07 ; 27410.9
206 ; -22.9118 ; -4.29628 ; 23.3111 ; -2.95623 ; 3.54789e+07 ; 3.54789e+07 ; 27410.9
207 ; -30.5569 ; -3.00129 ; 30.7039 ; -3.04369 ; 3.56511e+07 ; 3.56511e+07 ; 27410.9
208 ; -34.2723 ; -1.29429 ; 34.2967 ; -3.10385 ; 3.58233e+07 ; 3.58233e+07 ; 27410.9
209 ; -34.8882 ; 0.535131 ; 34.8923 ; 3.12626 ; 3.59956e+07 ; 3.59956e+07 ; 27410.9
210 ; -32.5147 ; 2.31671 ; 32.5972 ; 3.07046 ; 3.61678e+07 ; 3.61678e+07 ; 27410.9
211 ; -26.6891 ; 3.8389 ; 26.9637 ; 2.99873 ; 3.634e+07 ; 3.634e+07 ; 27410.9
212 ; -15.5768 ; 4.51583 ; 16.2182 ; 2.85942 ; 3.65123e+07 ; 3.65123e+07 ; 27410.9
213 ; -10.328 ; -4.18208 ; 11.1426 ; -2.75685 ; 3.66845e+07 ; 3.66845e+07 ; 27410.9
214 ; -24.1392 ; -4.17757 ; 24.498 ; -2.97023 ; 3.68567e+07 ; 3.68567e+07 ; 27410.9
215 ; -31.2047 ; -2.80325 ; 31.3304 ; -3.052 ; 3.70289e+07 ; 3.70289e+07 ; 27410.9
216 ; -34.5101 ; -1.06994 ; 34.5267 ; -3.1106 ; 3.72012e+07 ; 3.72012e+07 ; 27410.9
217 ; -34.7593 ; 0.762361 ; 34.7676 ; 3.11966 ; 3.73734e+07 ; 3.73734e+07 ; 27410.9
218 ; -31.9965 ; 2.52572 ; 32.096 ; 3.06282 ; 3.75456e+07 ; 3.75456e+07 ; 27410.9
219 ; -25.6649 ; 3.99113 ; 25.9733 ; 2.98732 ; 3.77178e+07 ; 3.77178e+07 ; 27410.9
220 ; -13.5398 ; 4.43743 ; 14.2484 ; 2.82489 ; 3.78901e+07 ; 3.78901e+07 ; 27410.9
