time (days); x ; y ; r ; f ; E ; M ; P
1930 ; -11.8362 ; -4.32321 ; 12.6011 ; -2.7914 ; 3.32399e+08 ; 3.32399e+08 ; 27410.9
1931 ; -24.84 ; -4.09757 ; 25.1757 ; -2.97811 ; 3.32571e+08 ; 3.32571e+08 ; 27410.9
1932 ; -31.5707 ; -2.68041 ; 31.6843 ; -3.05689 ; 3.32744e+08 ; 3.32744e+08 ; 27410.9
1933 ; -34.6319 ; -0.93291 ; 34.6445 ; -3.11466 ; 3.32916e+08 ; 3.32916e+08 ; 27410.9
1934 ; -34.6586 ; 0.899953 ; 34.6703 ; 3.11563 ; 3.33088e+08 ; 3.33088e+08 ; 27410.9
1935 ; -31.6555 ; 2.65067 ; 31.7663 ; 3.05805 ; 3.3326e+08 ; 3.3326e+08 ; 27410.9
1936 ; -25.0033 ; 4.07757 ; 25.3336 ; 2.97993 ; 3.33433e+08 ; 3.33433e+08 ; 27410.9
1937 ; -12.1791 ; 4.34992 ; 12.9326 ; 2.79855 ; 3.33605e+08 ; 3.33605e+08 ; 27410.9
1938 ; -14.0638 ; -4.4635 ; 14.7551 ; -2.83427 ; 3.33777e+08 ; 3.33777e+08 ; 27410.9
1939 ; -25.9247 ; -3.95469 ; 26.2246 ; -2.99021 ; 3.33949e+08 ; 3.33949e+08 ; 27410.9
1940 ; -32.1292 ; -2.47455 ; 32.2243 ; -3.06473 ; 3.34122e+08 ; 3.34122e+08 ; 27410.9
1941 ; -34.7953 ; -0.706408 ; 34.8025 ; -3.12129 ; 3.34294e+08 ; 3.34294e+08 ; 27410.9
1942 ; -34.4558 ; 1.12541 ; 34.4742 ; 3.10894 ; 3.34466e+08 ; 3.34466e+08 ; 27410.9
1943 ; -31.0502 ; 2.85258 ; 31.181 ; 3.04998 ; 3.34638e+08 ; 3.34638e+08 ; 27410.9
1944 ; -23.8453 ; 4.20842 ; 24.2138 ; 2.9669 ; 3.3481e+08 ; 3.3481e+08 ; 27410.9
1945 ; -9.6743 ; 4.10826 ; 10.5105 ; 2.74001 ; 3.34983e+08 ; 3.34983e+08 ; 27410.9
1946 ; -16.0461 ; -4.52527 ; 16.672 ; -2.86671 ; 3.35155e+08 ; 3.35155e+08 ; 27410.9
1947 ; -26.9298 ; -3.79963 ; 27.1965 ; -3.00142 ; 3.35327e+08 ; 3.35327e+08 ; 27410.9
1948 ; -32.6345 ; -2.26459 ; 32.713 ; -3.07231 ; 3.35499e+08 ; 3.35499e+08 ; 27410.9
1949 ; -34.913 ; -0.478978 ; 34.9163 ; -3.12787 ; 3.35672e+08 ; 3.35672e+08 ; 27410.9
1950 ; -34.2064 ; 1.34935 ; 34.233 ; 3.10217 ; 3.35844e+08 ; 3.35844e+08 ; 27410.9
1951 ; -30.3882 ; 3.04927 ; 30.5408 ; 3.04158 ; 3.36016e+08 ; 3.36016e+08 ; 27410.9
1952 ; -22.5941 ; 4.32279 ; 23.0039 ; 2.95255 ; 3.36188e+08 ; 3.36188e+08 ; 27410.9
1953 ; -6.69139 ; 3.65801 ; 7.62599 ; 2.64131 ; 3.3636e+08 ; 3.3636e+08 ; 27410.9
1954 ; -17.8353 ; -4.53224 ; 18.4022 ; -2.89274 ; 3.36533e+08 ; 3.36533e+08 ; 27410.9
1955 ; -27.8607 ; -3.6341 ; 28.0967 ; -3.01189 ; 3.36705e+08 ; 3.36705e+08 ; 27410.9
1956 ; -33.0881 ; -2.05104 ; 33.1516 ; -3.07968 ; 3.36877e+08 ; 3.36877e+08 ; 27410.9
1957 ; -34.9853 ; -0.250924 ; 34.9862 ; -3.13442 ; 3.37049e+08 ; 3.37049e+08 ; 27410.9
1958 ; -33.9098 ; 1.57142 ; 33.9462 ; 3.09528 ; 3.37222e+08 ; 3.37222e+08 ; 27410.9
1959 ; -29.6671 ; 3.24003 ; 29.8435 ; 3.03281 ; 3.37394e+08 ; 3.37394e+08 ; 27410.9
1960 ; -21.24 ; 4.41742 ; 21.6944 ; 2.93654 ; 3.37566e+08 ; 3.37566e+08 ; 27410.9
1961 ; -2.78276 ; 2.6553 ; 3.84634 ; 2.37963 ; 3.37738e+08 ; 3.37738e+08 ; 27410.9
1962 ; -19.4652 ; -4.49856 ; 19.9783 ; -2.91447 ; 3.37911e+08 ; 3.37911e+08 ; 27410.9
1963 ; -28.722 ; -3.45947 ; 28.9296 ; -3.02172 ; 3.38083e+08 ; 3.38083e+08 ; 27410.9
1964 ; -33.4915 ; -1.83437 ; 33.5417 ; -3.08688 ; 3.38255e+08 ; 3.38255e+08 ; 27410.9
1965 ; -35.0124 ; -0.0225453 ; 35.0124 ; -3.14095 ; 3.38427e+08 ; 3.38427e+08 ; 27410.9
1966 ; -33.5652 ; 1.79127 ; 33.613 ; 3.08828 ; 3.38599e+08 ; 3.38599e+08 ; 27410.9
1967 ; -28.8841 ; 3.42403 ; 29.0863 ; 3.0236 ; 3.38772e+08 ; 3.38772e+08 ; 27410.9
1968 ; -19.7703 ; 4.48796 ; 20.2733 ; 2.91837 ; 3.38944e+08 ; 3.38944e+08 ; 27410.9
1969 ; -1.77896 ; -2.25938 ; 2.87567 ; -2.23779 ; 3.39116e+08 ; 3.39116e+08 ; 27410.9
1970 ; -20.9595 ; -4.43341 ; 21.4232 ; -2.93314 ; 3.39288e+08 ; 3.39288e+08 ; 27410.9
1971 ; -29.5175 ; -3.27691 ; 29.6989 ; -3.03103 ; 3.39461e+08 ; 3.39461e+08 ; 27410.9
1972 ; -33.8456 ; -1.61501 ; 33.8842 ; -3.09391 ; 3.39633e+08 ; 3.39633e+08 ; 27410.9
1973 ; -34.9943 ; 0.205863 ; 34.9949 ; 3.13571 ; 3.39805e+08 ; 3.39805e+08 ; 27410.9
1974 ; -33.1717 ; 2.0085 ; 33.2324 ; 3.08112 ; 3.39977e+08 ; 3.39977e+08 ; 27410.9
1975 ; -28.0361 ; 3.60031 ; 28.2663 ; 3.01387 ; 3.4015e+08 ; 3.40149e+08 ; 27410.9
1976 ; -18.1688 ; 4.52847 ; 18.7246 ; 2.89732 ; 3.40322e+08 ; 3.40322e+08 ; 27410.9
1977 ; -6.01882 ; -3.52605 ; 6.97561 ; -2.61165 ; 3.40494e+08 ; 3.40494e+08 ; 27410.9
1978 ; -22.3353 ; -4.34315 ; 22.7537 ; -2.94954 ; 3.40666e+08 ; 3.40666e+08 ; 27410.9
1979 ; -30.2506 ; -3.08742 ; 30.4078 ; -3.03988 ; 3.40838e+08 ; 3.40838e+08 ; 27410.9
1980 ; -34.1516 ; -1.39334 ; 34.1801 ; -3.10082 ; 3.41011e+08 ; 3.41011e+08 ; 27410.9
1981 ; -34.9309 ; 0.434004 ; 34.9336 ; 3.12917 ; 3.41183e+08 ; 3.41183e+08 ; 27410.9
1982 ; -32.7281 ; 2.2227 ; 32.8034 ; 3.07378 ; 3.41355e+08 ; 3.41355e+08 ; 27410.9
1983 ; -27.1193 ; 3.76774 ; 27.3798 ; 3.00354 ; 3.41527e+08 ; 3.41527e+08 ; 27410.9
1984 ; -16.4133 ; 4.53044 ; 17.0271 ; 2.87228 ; 3.417e+08 ; 3.417e+08 ; 27410.9
1985 ; -9.13094 ; -4.04065 ; 9.98504 ; -2.72497 ; 3.41872e+08 ; 3.41872e+08 ; 27410.9
1986 ; -23.606 ; -4.23239 ; 23.9824 ; -2.96418 ; 3.42044e+08 ; 3.42044e+08 ; 27410.9
1987 ; -30.9241 ; -2.89184 ; 31.0591 ; -3.04835 ; 3.42216e+08 ; 3.42216e+08 ; 27410.9
1988 ; -34.4103 ; -1.16975 ; 34.4302 ; -3.10761 ; 3.42388e+08 ; 3.42388e+08 ; 27410.9
1989 ; -34.8222 ; 0.661581 ; 34.8285 ; 3.1226 ; 3.42561e+08 ; 3.42561e+08 ; 27410.9
1990 ; -32.2331 ; 2.43341 ; 32.3248 ; 3.06624 ; 3.42733e+08 ; 3.42733e+08 ; 27410.9
1991 ; -26.1292 ; 3.92499 ; 26.4224 ; 2.99249 ; 3.42905e+08 ; 3.42905e+08 ; 27410.9
1992 ; -14.4725 ; 4.48096 ; 15.1503 ; 2.84133 ; 3.43077e+08 ; 3.43077e+08 ; 27410.9
1993 ; -11.7133 ; -4.31316 ; 12.4822 ; -2.78877 ; 3.4325e+08 ; 3.4325e+08 ; 27410.9
1994 ; -24.7818 ; -4.10457 ; 25.1194 ; -2.97745 ; 3.43422e+08 ; 3.43422e+08 ; 27410.9
1995 ; -31.5405 ; -2.69091 ; 31.655 ; -3.05648 ; 3.43594e+08 ; 3.43594e+08 ; 27410.9
1996 ; -34.6222 ; -0.94456 ; 34.6351 ; -3.11432 ; 3.43766e+08 ; 3.43766e+08 ; 27410.9
1997 ; -34.6678 ; 0.888291 ; 34.6792 ; 3.11598 ; 3.43939e+08 ; 3.43939e+08 ; 27410.9
1998 ; -31.6853 ; 2.64013 ; 31.7951 ; 3.05846 ; 3.44111e+08 ; 3.44111e+08 ; 27410.9
1999 ; -25.0607 ; 4.07043 ; 25.3891 ; 2.98058 ; 3.44283e+08 ; 3.44283e+08 ; 27410.9
2000 ; -12.2988 ; 4.35879 ; 13.0483 ; 2.801 ; 3.44455e+08 ; 3.44455e+08 ; 27410.9
2001 ; -13.9554 ; -4.45845 ; 14.6503 ; -2.83236 ; 3.44627e+08 ; 3.44627e+08 ; 27410.9
2002 ; -25.8708 ; -3.96237 ; 26.1725 ; -2.98961 ; 3.448e+08 ; 3.448e+08 ; 27410.9
2003 ; -32.1017 ; -2.48527 ; 32.1978 ; -3.06433 ; 3.44972e+08 ; 3.44972e+08 ; 27410.9
2004 ; -34.788 ; -0.718114 ; 34.7954 ; -3.12095 ; 3.45144e+08 ; 3.45144e+08 ; 27410.9
2005 ; -34.4674 ; 1.11382 ; 34.4854 ; 3.10929 ; 3.45316e+08 ; 3.45316e+08 ; 27410.9
2006 ; -31.0828 ; 2.84229 ; 31.2125 ; 3.0504 ; 3.45489e+08 ; 3.45489e+08 ; 27410.9
2007 ; -23.9072 ; 4.20205 ; 24.2737 ; 2.96761 ; 3.45661e+08 ; 3.45661e+08 ; 27410.9
2008 ; -9.81323 ; 4.12462 ; 10.6448 ; 2.7437 ; 3.45833e+08 ; 3.45833e+08 ; 27410.9
2009 ; -15.9489 ; -4.52358 ; 16.578 ; -2.86522 ; 3.46005e+08 ; 3.46005e+08 ; 27410.9
2010 ; -26.8798 ; -3.8079 ; 27.1482 ; -3.00087 ; 3.46177e+08 ; 3.46177e+08 ; 27410.9
2011 ; -32.6097 ; -2.27551 ; 32.689 ; -3.07193 ; 3.4635e+08 ; 3.4635e+08 ; 27410.9
2012 ; -34.9081 ; -0.490724 ; 34.9115 ; -3.12754 ; 3.46522e+08 ; 3.46522e+08 ; 27410.9
2013 ; -34.2204 ; 1.33784 ; 34.2466 ; 3.10252 ; 3.46694e+08 ; 3.46694e+08 ; 27410.9
2014 ; -30.4238 ; 3.03927 ; 30.5752 ; 3.04203 ; 3.46866e+08 ; 3.46866e+08 ; 27410.9
2015 ; -22.6611 ; 4.31734 ; 23.0687 ; 2.95333 ; 3.47039e+08 ; 3.47039e+08 ; 27410.9
2016 ; -6.86154 ; 3.68938 ; 7.79053 ; 2.64825 ; 3.47211e+08 ; 3.47211e+08 ; 27410.9
2017 ; -17.7472 ; -4.53297 ; 18.3169 ; -2.89152 ; 3.47383e+08 ; 3.47383e+08 ; 27410.9
2018 ; -27.8144 ; -3.64287 ; 28.052 ; -3.01136 ; 3.47555e+08 ; 3.47555e+08 ; 27410.9
2019 ; -33.066 ; -2.06213 ; 33.1302 ; -3.07931 ; 3.47728e+08 ; 3.47728e+08 ; 27410.9
2020 ; -34.9827 ; -0.262695 ; 34.9837 ; -3.13408 ; 3.479e+08 ; 3.479e+08 ; 27410.9
2021 ; -33.9263 ; 1.56002 ; 33.9621 ; 3.09564 ; 3.48072e+08 ; 3.48072e+08 ; 27410.9
2022 ; -29.7057 ; 3.23035 ; 29.8809 ; 3.03327 ; 3.48244e+08 ; 3.48244e+08 ; 27410.9
2023 ; -21.3125 ; 4.41308 ; 21.7646 ; 2.93741 ; 3.48416e+08 ; 3.48416e+08 ; 27410.9
2024 ; -3.02572 ; 2.73896 ; 4.08129 ; 2.4059 ; 3.48589e+08 ; 3.48589e+08 ; 27410.9
2025 ; -19.3847 ; -4.50113 ; 19.9004 ; -2.91344 ; 3.48761e+08 ; 3.48761e+08 ; 27410.9
2026 ; -28.6792 ; -3.46868 ; 28.8882 ; -3.02123 ; 3.48933e+08 ; 3.48933e+08 ; 27410.9
2027 ; -33.4719 ; -1.84561 ; 33.5227 ; -3.08651 ; 3.49105e+08 ; 3.49105e+08 ; 27410.9
2028 ; -35.0121 ; -0.0343262 ; 35.0121 ; -3.14061 ; 3.49278e+08 ; 3.49278e+08 ; 27410.9
2029 ; -33.5842 ; 1.77999 ; 33.6313 ; 3.08864 ; 3.4945e+08 ; 3.4945e+08 ; 27410.9
2030 ; -28.926 ; 3.41472 ; 29.1269 ; 3.02409 ; 3.49622e+08 ; 3.49622e+08 ; 27410.9
2031 ; -19.8491 ; 4.485 ; 20.3495 ; 2.91937 ; 3.49794e+08 ; 3.49794e+08 ; 27410.9
2032 ; -1.49272 ; -2.12743 ; 2.59888 ; -2.18263 ; 3.49966e+08 ; 3.49966e+08 ; 27410.9
2033 ; -20.8854 ; -4.43743 ; 21.3516 ; -2.93224 ; 3.50139e+08 ; 3.50139e+08 ; 27410.9
2034 ; -29.478 ; -3.28651 ; 29.6607 ; -3.03056 ; 3.50311e+08 ; 3.50311e+08 ; 27410.9
2035 ; -33.8286 ; -1.62638 ; 33.8676 ; -3.09355 ; 3.50483e+08 ; 3.50483e+08 ; 27410.9
2036 ; -34.9963 ; 0.194088 ; 34.9968 ; 3.13605 ; 3.50655e+08 ; 3.50655e+08 ; 27410.9
2037 ; -33.1932 ; 1.99737 ; 33.2532 ; 3.08149 ; 3.50828e+08 ; 3.50828e+08 ; 27410.9
2038 ; -28.0815 ; 3.59142 ; 28.3102 ; 3.01439 ; 3.51e+08 ; 3.51e+08 ; 27410.9
2039 ; -18.2549 ; 4.52724 ; 18.8079 ; 2.8985 ; 3.51172e+08 ; 3.51172e+08 ; 27410.9
2040 ; -5.83703 ; -3.48808 ; 6.79983 ; -2.60296 ; 3.51344e+08 ; 3.51344e+08 ; 27410.9
2041 ; -22.2671 ; -4.34834 ; 22.6877 ; -2.94874 ; 3.51517e+08 ; 3.51517e+08 ; 27410.9
2042 ; -30.2143 ; -3.09735 ; 30.3726 ; -3.03944 ; 3.51689e+08 ; 3.51689e+08 ; 27410.9
2043 ; -34.137 ; -1.40482 ; 34.1659 ; -3.10046 ; 3.51861e+08 ; 3.51861e+08 ; 27410.9
2044 ; -34.9353 ; 0.42225 ; 34.9378 ; 3.12951 ; 3.52033e+08 ; 3.52033e+08 ; 27410.9
2045 ; -32.7522 ; 2.21174 ; 32.8268 ; 3.07417 ; 3.52205e+08 ; 3.52205e+08 ; 27410.9
2046 ; -27.1683 ; 3.75935 ; 27.4272 ; 3.00409 ; 3.52378e+08 ; 3.52378e+08 ; 27410.9
2047 ; -16.508 ; 4.53147 ; 17.1187 ; 2.87369 ; 3.5255e+08 ; 3.5255e+08 ; 27410.9
2048 ; -8.98579 ; -4.02159 ; 9.84468 ; -2.72078 ; 3.52722e+08 ; 3.52722e+08 ; 27410.9
2049 ; -23.5429 ; -4.23854 ; 23.9214 ; -2.96347 ; 3.52894e+08 ; 3.52894e+08 ; 27410.9
2050 ; -30.8908 ; -2.90206 ; 31.0268 ; -3.04792 ; 3.53067e+08 ; 3.53067e+08 ; 27410.9
2051 ; -34.3981 ; -1.18132 ; 34.4184 ; -3.10726 ; 3.53239e+08 ; 3.53239e+08 ; 27410.9
2052 ; -34.8289 ; 0.649864 ; 34.835 ; 3.12294 ; 3.53411e+08 ; 3.53411e+08 ; 27410.9
2053 ; -32.2599 ; 2.42264 ; 32.3507 ; 3.06664 ; 3.53583e+08 ; 3.53583e+08 ; 27410.9
2054 ; -26.1822 ; 3.91715 ; 26.4736 ; 2.99308 ; 3.53755e+08 ; 3.53755e+08 ; 27410.9
2055 ; -14.5777 ; 4.48506 ; 15.2521 ; 2.84312 ; 3.53928e+08 ; 3.53928e+08 ; 27410.9
2056 ; -11.5895 ; -4.30279 ; 12.3625 ; -2.7861 ; 3.541e+08 ; 3.541e+08 ; 27410.9
2057 ; -24.7233 ; -4.11154 ; 25.0628 ; -2.9768 ; 3.54272e+08 ; 3.54272e+08 ; 27410.9
2058 ; -31.51 ; -2.70139 ; 31.6256 ; -3.05607 ; 3.54444e+08 ; 3.54444e+08 ; 27410.9
2059 ; -34.6124 ; -0.956206 ; 34.6256 ; -3.11397 ; 3.54617e+08 ; 3.54617e+08 ; 27410.9
2060 ; -34.6769 ; 0.876626 ; 34.688 ; 3.11632 ; 3.54789e+08 ; 3.54789e+08 ; 27410.9
2061 ; -31.7148 ; 2.62957 ; 31.8237 ; 3.05887 ; 3.54961e+08 ; 3.54961e+08 ; 27410.9
2062 ; -25.1178 ; 4.06324 ; 25.4443 ; 2.98121 ; 3.55133e+08 ; 3.55133e+08 ; 27410.9
2063 ; -12.4176 ; 4.36738 ; 13.1633 ; 2.8034 ; 3.55306e+08 ; 3.55306e+08 ; 27410.9
2064 ; -13.8465 ; -4.45319 ; 14.545 ; -2.83043 ; 3.55478e+08 ; 3.55478e+08 ; 27410.9
2065 ; -25.8166 ; -3.97002 ; 26.1201 ; -2.98901 ; 3.5565e+08 ; 3.5565e+08 ; 27410.9
2066 ; -32.0741 ; -2.49598 ; 32.1711 ; -3.06393 ; 3.55822e+08 ; 3.55822e+08 ; 27410.9
2067 ; -34.7806 ; -0.729818 ; 34.7882 ; -3.12061 ; 3.55994e+08 ; 3.55994e+08 ; 27410.9
2068 ; -34.4789 ; 1.10222 ; 34.4965 ; 3.10964 ; 3.56167e+08 ; 3.56167e+08 ; 27410.9
2069 ; -31.1153 ; 2.83199 ; 31.2439 ; 3.05083 ; 3.56339e+08 ; 3.56339e+08 ; 27410.9
2070 ; -23.9689 ; 4.19564 ; 24.3334 ; 2.9683 ; 3.56511e+08 ; 3.56511e+08 ; 27410.9
2071 ; -9.95097 ; 4.14048 ; 10.778 ; 2.74729 ; 3.56683e+08 ; 3.56683e+08 ; 27410.9
2072 ; -15.8513 ; -4.52174 ; 16.4836 ; -2.86371 ; 3.56856e+08 ; 3.56856e+08 ; 27410.9
2073 ; -26.8297 ; -3.81614 ; 27.0997 ; -3.0003 ; 3.57028e+08 ; 3.57028e+08 ; 27410.9
2074 ; -32.5848 ; -2.28642 ; 32.6649 ; -3.07154 ; 3.572e+08 ; 3.572e+08 ; 27410.9
2075 ; -34.903 ; -0.50247 ; 34.9066 ; -3.1272 ; 3.57372e+08 ; 3.57372e+08 ; 27410.9
2076 ; -34.2343 ; 1.32633 ; 34.26 ; 3.10287 ; 3.57544e+08 ; 3.57544e+08 ; 27410.9
2077 ; -30.4592 ; 3.02925 ; 30.6094 ; 3.04247 ; 3.57717e+08 ; 3.57717e+08 ; 27410.9
2078 ; -22.7278 ; 4.31185 ; 23.1332 ; 2.9541 ; 3.57889e+08 ; 3.57889e+08 ; 27410.9
2079 ; -7.02955 ; 3.71961 ; 7.95299 ; 2.65491 ; 3.58061e+08 ; 3.58061e+08 ; 27410.9
2080 ; -17.6586 ; -4.5336 ; 18.2313 ; -2.89028 ; 3.58233e+08 ; 3.58233e+08 ; 27410.9
2081 ; -27.768 ; -3.65161 ; 28.0071 ; -3.01084 ; 3.58406e+08 ; 3.58406e+08 ; 27410.9
2082 ; -33.0437 ; -2.07321 ; 33.1086 ; -3.07893 ; 3.58578e+08 ; 3.58578e+08 ; 27410.9
2083 ; -34.98 ; -0.274466 ; 34.981 ; -3.13375 ; 3.5875e+08 ; 3.5875e+08 ; 27410.9
2084 ; -33.9426 ; 1.54862 ; 33.9779 ; 3.096 ; 3.58922e+08 ; 3.58922e+08 ; 27410.9
2085 ; -29.7443 ; 3.22066 ; 29.9181 ; 3.03373 ; 3.59095e+08 ; 3.59095e+08 ; 27410.9
2086 ; -21.3847 ; 4.40869 ; 21.8344 ; 2.93828 ; 3.59267e+08 ; 3.59267e+08 ; 27410.9
2087 ; -3.26212 ; 2.81668 ; 4.30989 ; 2.42934 ; 3.59439e+08 ; 3.59439e+08 ; 27410.9
2088 ; -19.3037 ; -4.50362 ; 19.8221 ; -2.91239 ; 3.59611e+08 ; 3.59611e+08 ; 27410.9
2089 ; -28.6362 ; -3.47786 ; 28.8467 ; -3.02073 ; 3.59783e+08 ; 3.59783e+08 ; 27410.9
2090 ; -33.4521 ; -1.85685 ; 33.5036 ; -3.08614 ; 3.59956e+08 ; 3.59956e+08 ; 27410.9
2091 ; -35.0117 ; -0.0461068 ; 35.0117 ; -3.14028 ; 3.60128e+08 ; 3.60128e+08 ; 27410.9
2092 ; -33.603 ; 1.76871 ; 33.6495 ; 3.08901 ; 3.603e+08 ; 3.603e+08 ; 27410.9
2093 ; -28.9678 ; 3.40539 ; 29.1673 ; 3.02457 ; 3.60472e+08 ; 3.60472e+08 ; 27410.9
2094 ; -19.9276 ; 4.48195 ; 20.4255 ; 2.92036 ; 3.60645e+08 ; 3.60645e+08 ; 27410.9
2095 ; -1.19394 ; -1.97747 ; 2.30996 ; -2.11398 ; 3.60817e+08 ; 3.60817e+08 ; 27410.9
2096 ; -20.8111 ; -4.44138 ; 21.2797 ; -2.93133 ; 3.60989e+08 ; 3.60989e+08 ; 27410.9
2097 ; -29.4384 ; -3.29608 ; 29.6224 ; -3.03009 ; 3.61161e+08 ; 3.61161e+08 ; 27410.9
2098 ; -33.8114 ; -1.63774 ; 33.851 ; -3.09319 ; 3.61333e+08 ; 3.61333e+08 ; 27410.9
2099 ; -34.9982 ; 0.182311 ; 34.9987 ; 3.13638 ; 3.61506e+08 ; 3.61506e+08 ; 27410.9
2100 ; -33.2146 ; 1.98623 ; 33.2739 ; 3.08186 ; 3.61678e+08 ; 3.61678e+08 ; 27410.9
2101 ; -28.1267 ; 3.58252 ; 28.3539 ; 3.0149 ; 3.6185e+08 ; 3.6185e+08 ; 27410.9
2102 ; -18.3406 ; 4.5259 ; 18.8908 ; 2.89966 ; 3.62022e+08 ; 3.62022e+08 ; 27410.9
2103 ; -5.65252 ; -3.44848 ; 6.6214 ; -2.5938 ; 3.62195e+08 ; 3.62195e+08 ; 27410.9
2104 ; -22.1985 ; -4.35348 ; 22.6214 ; -2.94793 ; 3.62367e+08 ; 3.62367e+08 ; 27410.9
2105 ; -30.1778 ; -3.10726 ; 30.3374 ; -3.03899 ; 3.62539e+08 ; 3.62539e+08 ; 27410.9
2106 ; -34.1223 ; -1.4163 ; 34.1517 ; -3.10011 ; 3.62711e+08 ; 3.62711e+08 ; 27410.9
2107 ; -34.9395 ; 0.410494 ; 34.9419 ; 3.12984 ; 3.62884e+08 ; 3.62884e+08 ; 27410.9
2108 ; -32.7762 ; 2.20076 ; 32.85 ; 3.07455 ; 3.63056e+08 ; 3.63056e+08 ; 27410.9
2109 ; -27.2171 ; 3.75092 ; 27.4744 ; 3.00464 ; 3.63228e+08 ; 3.63228e+08 ; 27410.9
2110 ; -16.6023 ; 4.53235 ; 17.2098 ; 2.87509 ; 3.634e+08 ; 3.634e+08 ; 27410.9
2111 ; -8.83926 ; -4.00191 ; 9.70298 ; -2.71646 ; 3.63572e+08 ; 3.63572e+08 ; 27410.9
2112 ; -23.4795 ; -4.24465 ; 23.8601 ; -2.96274 ; 3.63745e+08 ; 3.63745e+08 ; 27410.9
2113 ; -30.8573 ; -2.91227 ; 30.9945 ; -3.04749 ; 3.63917e+08 ; 3.63917e+08 ; 27410.9
2114 ; -34.3858 ; -1.19289 ; 34.4065 ; -3.10692 ; 3.64089e+08 ; 3.64089e+08 ; 27410.9
2115 ; -34.8355 ; 0.638144 ; 34.8413 ; 3.12328 ; 3.64261e+08 ; 3.64261e+08 ; 27410.9
2116 ; -32.2866 ; 2.41186 ; 32.3765 ; 3.06703 ; 3.64434e+08 ; 3.64434e+08 ; 27410.9
2117 ; -26.2349 ; 3.90929 ; 26.5246 ; 2.99367 ; 3.64606e+08 ; 3.64606e+08 ; 27410.9
2118 ; -14.6824 ; 4.48897 ; 15.3533 ; 2.84488 ; 3.64778e+08 ; 3.64778e+08 ; 27410.9
2119 ; -11.4648 ; -4.29208 ; 12.2419 ; -2.78337 ; 3.6495e+08 ; 3.6495e+08 ; 27410.9
2120 ; -24.6646 ; -4.11846 ; 25.0061 ; -2.97614 ; 3.65122e+08 ; 3.65123e+08 ; 27410.9
2121 ; -31.4795 ; -2.71186 ; 31.5961 ; -3.05566 ; 3.65295e+08 ; 3.65295e+08 ; 27410.9
2122 ; -34.6025 ; -0.96785 ; 34.616 ; -3.11363 ; 3.65467e+08 ; 3.65467e+08 ; 27410.9
2123 ; -34.6858 ; 0.864957 ; 34.6966 ; 3.11666 ; 3.65639e+08 ; 3.65639e+08 ; 27410.9
2124 ; -31.7443 ; 2.61901 ; 31.8521 ; 3.05928 ; 3.65811e+08 ; 3.65811e+08 ; 27410.9
2125 ; -25.1747 ; 4.05603 ; 25.4994 ; 2.98185 ; 3.65984e+08 ; 3.65984e+08 ; 27410.9
2126 ; -12.5357 ; 4.37568 ; 13.2774 ; 2.80576 ; 3.66156e+08 ; 3.66156e+08 ; 27410.9
2127 ; -13.7368 ; -4.44772 ; 14.4389 ; -2.82846 ; 3.66328e+08 ; 3.66328e+08 ; 27410.9
2128 ; -25.7623 ; -3.97764 ; 26.0675 ; -2.9884 ; 3.665e+08 ; 3.665e+08 ; 27410.9
2129 ; -32.0463 ; -2.50668 ; 32.1442 ; -3.06353 ; 3.66673e+08 ; 3.66673e+08 ; 27410.9
2130 ; -34.773 ; -0.741519 ; 34.7809 ; -3.12027 ; 3.66845e+08 ; 3.66845e+08 ; 27410.9
2131 ; -34.4902 ; 1.09062 ; 34.5074 ; 3.10998 ; 3.67017e+08 ; 3.67017e+08 ; 27410.9
2132 ; -31.1475 ; 2.82167 ; 31.2751 ; 3.05125 ; 3.67189e+08 ; 3.67189e+08 ; 27410.9
2133 ; -24.0303 ; 4.18918 ; 24.3928 ; 2.969 ; 3.67361e+08 ; 3.67361e+08 ; 27410.9
2134 ; -10.0875 ; 4.15585 ; 10.9101 ; 2.7508 ; 3.67534e+08 ; 3.67534e+08 ; 27410.9
2135 ; -15.7531 ; -4.51975 ; 16.3886 ; -2.86219 ; 3.67706e+08 ; 3.67706e+08 ; 27410.9
2136 ; -26.7793 ; -3.82435 ; 27.051 ; -2.99974 ; 3.67878e+08 ; 3.67878e+08 ; 27410.9
2137 ; -32.5597 ; -2.29732 ; 32.6407 ; -3.07115 ; 3.6805e+08 ; 3.6805e+08 ; 27410.9
2138 ; -34.8978 ; -0.514212 ; 34.9016 ; -3.12686 ; 3.68223e+08 ; 3.68223e+08 ; 27410.9
2139 ; -34.2481 ; 1.31482 ; 34.2733 ; 3.10322 ; 3.68395e+08 ; 3.68395e+08 ; 27410.9
2140 ; -30.4944 ; 3.01921 ; 30.6435 ; 3.04291 ; 3.68567e+08 ; 3.68567e+08 ; 27410.9
2141 ; -22.7942 ; 4.30629 ; 23.1974 ; 2.95487 ; 3.68739e+08 ; 3.68739e+08 ; 27410.9
2142 ; -7.1955 ; 3.74874 ; 8.11347 ; 2.6613 ; 3.68912e+08 ; 3.68912e+08 ; 27410.9
2143 ; -17.5696 ; -4.53411 ; 18.1452 ; -2.88904 ; 3.69084e+08 ; 3.69084e+08 ; 27410.9
2144 ; -27.7213 ; -3.66033 ; 27.962 ; -3.01031 ; 3.69256e+08 ; 3.69256e+08 ; 27410.9
