time (days); x ; y ; r ; f ; E ; M ; P
24734 ; -17.3861 ; -4.5348 ; 17.9678 ; -2.88645 ; 4.70264 ; 5.66959 ; 27410.9
24841.1 ; -16.9482 ; -4.53452 ; 17.5443 ; -2.88016 ; 4.72724 ; 5.69414 ; 27410.9
24948.2 ; -16.4996 ; -4.53138 ; 17.1105 ; -2.87356 ; 4.75246 ; 5.71868 ; 27410.9
25055.3 ; -16.0398 ; -4.52516 ; 16.6659 ; -2.86662 ; 4.77833 ; 5.74322 ; 27410.9
25162.3 ; -15.5682 ; -4.51563 ; 16.2099 ; -2.85928 ; 4.8049 ; 5.76777 ; 27410.9
25269.4 ; -15.0842 ; -4.50248 ; 15.7418 ; -2.85152 ; 4.83225 ; 5.79231 ; 27410.9
25376.5 ; -14.587 ; -4.48541 ; 15.2611 ; -2.84328 ; 4.86043 ; 5.81686 ; 27410.9
25483.5 ; -14.0759 ; -4.46405 ; 14.7668 ; -2.83449 ; 4.88953 ; 5.8414 ; 27410.9
25590.6 ; -13.55 ; -4.43798 ; 14.2582 ; -2.82508 ; 4.91964 ; 5.86594 ; 27410.9
25697.7 ; -13.0081 ; -4.40669 ; 13.7343 ; -2.81496 ; 4.95085 ; 5.89049 ; 27410.9
25804.8 ; -12.4492 ; -4.36962 ; 13.1938 ; -2.80403 ; 4.9833 ; 5.91503 ; 27410.9
25911.8 ; -11.8718 ; -4.32607 ; 12.6355 ; -2.79215 ; 5.01713 ; 5.93957 ; 27410.9
26018.9 ; -11.2744 ; -4.27522 ; 12.0578 ; -2.77915 ; 5.05251 ; 5.96412 ; 27410.9
26126 ; -10.6552 ; -4.21607 ; 11.459 ; -2.76481 ; 5.08967 ; 5.98866 ; 27410.9
26233.1 ; -10.0118 ; -4.14737 ; 10.8368 ; -2.74886 ; 5.12886 ; 6.0132 ; 27410.9
26340.1 ; -9.34169 ; -4.06756 ; 10.1888 ; -2.73093 ; 5.17042 ; 6.03775 ; 27410.9
26447.2 ; -8.64148 ; -3.97464 ; 9.51173 ; -2.7105 ; 5.21478 ; 6.06229 ; 27410.9
26554.3 ; -7.90706 ; -3.86595 ; 8.80154 ; -2.68685 ; 5.2625 ; 6.08684 ; 27410.9
26661.4 ; -7.1331 ; -3.73787 ; 8.05313 ; -2.65892 ; 5.31435 ; 6.11138 ; 27410.9
26768.4 ; -6.31253 ; -3.58528 ; 7.25963 ; -2.62506 ; 5.37144 ; 6.13592 ; 27410.9
26875.5 ; -5.43554 ; -3.40049 ; 6.41158 ; -2.58256 ; 5.43538 ; 6.16047 ; 27410.9
26982.6 ; -4.48785 ; -3.17113 ; 5.49517 ; -2.52645 ; 5.50883 ; 6.18501 ; 27410.9
27089.7 ; -3.44702 ; -2.87512 ; 4.48868 ; -2.44641 ; 5.59649 ; 6.20955 ; 27410.9
27196.7 ; -2.27373 ; -2.46581 ; 3.35411 ; -2.31569 ; 5.70831 ; 6.2341 ; 27410.9
27303.8 ; -0.887781 ; -1.80766 ; 2.0139 ; -2.02732 ; 5.87319 ; 6.25864 ; 27410.9
27410.9 ; 0.5874 ; 1.80145e-13 ; 0.5874 ; 3.06682e-13 ; 6.28319 ; 6.28319 ; 27410.9
