time (days); x ; y ; r ; f ; E ; M ; P
731 ; 0.18644 ; 0.278795 ; 0.33539 ; 0.981364 ; 408307 ; 408307 ; 88.8975
732 ; 0.309851 ; 0.0121954 ; 0.310091 ; 0.0393385 ; 408866 ; 408866 ; 88.8975
733 ; 0.202875 ; -0.26283 ; 0.332021 ; -0.913433 ; 409424 ; 409424 ; 88.8975
734 ; -0.0391301 ; -0.379621 ; 0.381632 ; -1.67351 ; 409983 ; 409983 ; 88.8975
735 ; -0.271549 ; -0.332477 ; 0.429278 ; -2.25566 ; 410541 ; 410541 ; 88.8975
736 ; -0.423188 ; -0.181236 ; 0.460364 ; -2.73696 ; 411100 ; 411100 ; 88.8975
737 ; -0.469591 ; 0.016365 ; 0.469876 ; 3.10676 ; 411659 ; 411659 ; 88.8975
738 ; -0.40561 ; 0.210025 ; 0.45676 ; 2.66381 ; 412217 ; 412217 ; 88.8975
739 ; -0.238594 ; 0.348709 ; 0.422522 ; 2.17085 ; 412776 ; 412776 ; 88.8975
740 ; 0.00198064 ; 0.373199 ; 0.373204 ; 1.56549 ; 413334 ; 413334 ; 88.8975
741 ; 0.233589 ; 0.227008 ; 0.325725 ; 0.771112 ; 413893 ; 413893 ; 88.8975
742 ; 0.304958 ; -0.061482 ; 0.311094 ; -0.198941 ; 414451 ; 414451 ; 88.8975
743 ; 0.15077 ; -0.307755 ; 0.342702 ; -1.11526 ; 415010 ; 415010 ; 88.8975
744 ; -0.099507 ; -0.381237 ; 0.394009 ; -1.82611 ; 415568 ; 415568 ; 88.8975
745 ; -0.316623 ; -0.303394 ; 0.438518 ; -2.37753 ; 416127 ; 416127 ; 88.8975
746 ; -0.44429 ; -0.136172 ; 0.46469 ; -2.84419 ; 416686 ; 416686 ; 88.8975
747 ; -0.464265 ; 0.0649395 ; 0.468785 ; 3.00262 ; 417244 ; 417244 ; 88.8975
748 ; -0.3744 ; 0.250301 ; 0.450362 ; 2.55229 ; 417803 ; 417803 ; 88.8975
749 ; -0.18578 ; 0.367395 ; 0.411695 ; 2.03897 ; 418361 ; 418361 ; 88.8975
750 ; 0.0630862 ; 0.355118 ; 0.360678 ; 1.39498 ; 418920 ; 418920 ; 88.8975
751 ; 0.271226 ; 0.16603 ; 0.318009 ; 0.549304 ; 419478 ; 419478 ; 88.8975
752 ; 0.285872 ; -0.132312 ; 0.315007 ; -0.433477 ; 420037 ; 420037 ; 88.8975
753 ; 0.0933669 ; -0.341953 ; 0.35447 ; -1.30425 ; 420595 ; 420595 ; 88.8975
754 ; -0.157613 ; -0.374072 ; 0.405921 ; -1.96957 ; 421154 ; 421154 ; 88.8975
755 ; -0.356413 ; -0.269236 ; 0.446675 ; -2.49464 ; 421712 ; 421713 ; 88.8975
756 ; -0.459154 ; -0.0891935 ; 0.467737 ; -2.94973 ; 422271 ; 422271 ; 88.8975
757 ; -0.452588 ; 0.112624 ; 0.466391 ; 2.8977 ; 422830 ; 422830 ; 88.8975
758 ; -0.337418 ; 0.286712 ; 0.442781 ; 2.43726 ; 423388 ; 423388 ; 88.8975
759 ; -0.129229 ; 0.378658 ; 0.400102 ; 1.89968 ; 423947 ; 423947 ; 88.8975
760 ; 0.122268 ; 0.326396 ; 0.348545 ; 1.21238 ; 424506 ; 424505 ; 88.8975
761 ; 0.297021 ; 0.0978413 ; 0.312721 ; 0.318214 ; 425064 ; 425064 ; 88.8975
762 ; 0.253955 ; -0.197233 ; 0.321549 ; -0.660337 ; 425622 ; 425623 ; 88.8975
763 ; 0.0329821 ; -0.365363 ; 0.366849 ; -1.48077 ; 426181 ; 426181 ; 88.8975
764 ; -0.212416 ; -0.359024 ; 0.417156 ; -2.10505 ; 426739 ; 426740 ; 88.8975
765 ; -0.390573 ; -0.230816 ; 0.453678 ; -2.60784 ; 427298 ; 427298 ; 88.8975
766 ; -0.467695 ; -0.0409848 ; 0.469488 ; -3.05418 ; 427857 ; 427857 ; 88.8975
767 ; -0.434626 ; 0.158743 ; 0.462709 ; 2.79141 ; 428415 ; 428415 ; 88.8975
768 ; -0.294965 ; 0.318464 ; 0.434078 ; 2.3179 ; 428974 ; 428974 ; 88.8975
769 ; -0.069855 ; 0.381589 ; 0.387931 ; 1.75185 ; 429533 ; 429532 ; 88.8975
770 ; 0.177357 ; 0.286851 ; 0.337252 ; 1.01704 ; 430091 ; 430091 ; 88.8975
771 ; 0.3092 ; 0.025189 ; 0.310224 ; 0.0812855 ; 430650 ; 430650 ; 88.8975
772 ; 0.211302 ; -0.253861 ; 0.330293 ; -0.876638 ; 431208 ; 431208 ; 88.8975
773 ; -0.028373 ; -0.378364 ; 0.379427 ; -1.64564 ; 431766 ; 431767 ; 88.8975
774 ; -0.26311 ; -0.337002 ; 0.427548 ; -2.23368 ; 432325 ; 432325 ; 88.8975
775 ; -0.418842 ; -0.188909 ; 0.459473 ; -2.71789 ; 432884 ; 432884 ; 88.8975
776 ; -0.469869 ; 0.00778273 ; 0.469933 ; 3.12503 ; 433442 ; 433442 ; 88.8975
777 ; -0.410483 ; 0.202601 ; 0.457759 ; 2.68311 ; 434001 ; 434001 ; 88.8975
778 ; -0.247438 ; 0.344724 ; 0.424335 ; 2.19336 ; 434560 ; 434559 ; 88.8975
779 ; -0.00881858 ; 0.375314 ; 0.375418 ; 1.59429 ; 435118 ; 435118 ; 88.8975
780 ; 0.225917 ; 0.236823 ; 0.327297 ; 0.808961 ; 435677 ; 435677 ; 88.8975
781 ; 0.306871 ; -0.0486395 ; 0.310702 ; -0.157194 ; 436235 ; 436235 ; 88.8975
782 ; 0.160385 ; -0.300623 ; 0.340731 ; -1.0807 ; 436794 ; 436794 ; 88.8975
783 ; -0.0890227 ; -0.381614 ; 0.39186 ; -1.79998 ; 437352 ; 437352 ; 88.8975
784 ; -0.309069 ; -0.308899 ; 0.436969 ; -2.35647 ; 437911 ; 437911 ; 88.8975
785 ; -0.441029 ; -0.144254 ; 0.464021 ; -2.82548 ; 438469 ; 438469 ; 88.8975
786 ; -0.465663 ; 0.0564444 ; 0.469071 ; 3.02097 ; 439028 ; 439028 ; 88.8975
787 ; -0.380313 ; 0.243478 ; 0.451574 ; 2.57213 ; 439587 ; 439587 ; 88.8975
788 ; -0.195359 ; 0.364621 ; 0.413659 ; 2.06266 ; 440145 ; 440145 ; 88.8975
789 ; 0.0524252 ; 0.359056 ; 0.362863 ; 1.42581 ; 440704 ; 440704 ; 88.8975
790 ; 0.265406 ; 0.177341 ; 0.319202 ; 0.589055 ; 441262 ; 441262 ; 88.8975
791 ; 0.290207 ; -0.120207 ; 0.314118 ; -0.392697 ; 441821 ; 441821 ; 88.8975
792 ; 0.103738 ; -0.336726 ; 0.352344 ; -1.27195 ; 442379 ; 442379 ; 88.8975
793 ; -0.14761 ; -0.375929 ; 0.40387 ; -1.94495 ; 442938 ; 442938 ; 88.8975
794 ; -0.349817 ; -0.275573 ; 0.445323 ; -2.47436 ; 443496 ; 443496 ; 88.8975
795 ; -0.456997 ; -0.0975617 ; 0.467295 ; -2.93127 ; 444055 ; 444055 ; 88.8975
796 ; -0.455099 ; 0.104334 ; 0.466906 ; 2.91623 ; 444614 ; 444614 ; 88.8975
797 ; -0.344326 ; 0.280625 ; 0.444197 ; 2.45777 ; 445172 ; 445172 ; 88.8975
798 ; -0.139405 ; 0.377255 ; 0.402188 ; 1.92476 ; 445731 ; 445731 ; 88.8975
799 ; 0.112094 ; 0.33223 ; 0.350631 ; 1.24539 ; 446289 ; 446289 ; 88.8975
800 ; 0.293432 ; 0.110241 ; 0.313457 ; 0.359379 ; 446848 ; 446848 ; 88.8975
801 ; 0.260411 ; -0.186362 ; 0.320226 ; -0.621149 ; 447406 ; 447406 ; 88.8975
802 ; 0.0437222 ; -0.362017 ; 0.364647 ; -1.4506 ; 447965 ; 447965 ; 88.8975
803 ; -0.203058 ; -0.362201 ; 0.415237 ; -2.08176 ; 448523 ; 448523 ; 88.8975
804 ; -0.384987 ; -0.237846 ; 0.452533 ; -2.58819 ; 449082 ; 449082 ; 88.8975
805 ; -0.466654 ; -0.0495204 ; 0.469274 ; -3.03587 ; 449641 ; 449641 ; 88.8975
806 ; -0.438236 ; 0.150778 ; 0.463449 ; 2.81022 ; 450199 ; 450199 ; 88.8975
807 ; -0.302809 ; 0.313255 ; 0.435686 ; 2.33924 ; 450758 ; 450758 ; 88.8975
808 ; -0.0804512 ; 0.381717 ; 0.390103 ; 1.77852 ; 451316 ; 451316 ; 88.8975
809 ; 0.168072 ; 0.294581 ; 0.339155 ; 1.05232 ; 451875 ; 451875 ; 88.8975
810 ; 0.308098 ; 0.0381458 ; 0.31045 ; 0.123184 ; 452433 ; 452433 ; 88.8975
811 ; 0.219472 ; -0.244585 ; 0.328618 ; -0.839462 ; 452992 ; 452992 ; 88.8975
812 ; -0.0175933 ; -0.376806 ; 0.377217 ; -1.61745 ; 453550 ; 453551 ; 88.8975
813 ; -0.254524 ; -0.341339 ; 0.425788 ; -2.21152 ; 454109 ; 454109 ; 88.8975
814 ; -0.414308 ; -0.196497 ; 0.458543 ; -2.69873 ; 454668 ; 454668 ; 88.8975
815 ; -0.469949 ; -0.000802854 ; 0.46995 ; -3.13988 ; 455226 ; 455226 ; 88.8975
816 ; -0.41517 ; 0.195085 ; 0.45872 ; 2.70232 ; 455785 ; 455785 ; 88.8975
817 ; -0.256141 ; 0.340543 ; 0.426119 ; 2.21567 ; 456344 ; 456343 ; 88.8975
818 ; -0.0196106 ; 0.377121 ; 0.37763 ; 1.62275 ; 456902 ; 456902 ; 88.8975
819 ; 0.217964 ; 0.246343 ; 0.328928 ; 0.846443 ; 457461 ; 457460 ; 88.8975
820 ; 0.308338 ; -0.0357264 ; 0.310401 ; -0.115353 ; 458019 ; 458019 ; 88.8975
821 ; 0.169823 ; -0.293161 ; 0.338796 ; -1.04575 ; 458577 ; 458578 ; 88.8975
822 ; -0.0784739 ; -0.381714 ; 0.389697 ; -1.77355 ; 459136 ; 459136 ; 88.8975
823 ; -0.301354 ; -0.314242 ; 0.435388 ; -2.33526 ; 459695 ; 459695 ; 88.8975
824 ; -0.437575 ; -0.152273 ; 0.463313 ; -2.80671 ; 460253 ; 460253 ; 88.8975
825 ; -0.466864 ; 0.0479256 ; 0.469317 ; 3.0393 ; 460812 ; 460812 ; 88.8975
826 ; -0.386046 ; 0.236539 ; 0.45275 ; 2.59187 ; 461370 ; 461370 ; 88.8975
827 ; -0.204818 ; 0.361623 ; 0.415598 ; 2.08613 ; 461929 ; 461929 ; 88.8975
828 ; 0.0417163 ; 0.362667 ; 0.365058 ; 1.45627 ; 462488 ; 462487 ; 88.8975
829 ; 0.25923 ; 0.188414 ; 0.320468 ; 0.628502 ; 463046 ; 463046 ; 88.8975
830 ; 0.294135 ; -0.107933 ; 0.313313 ; -0.351696 ; 463605 ; 463605 ; 88.8975
831 ; 0.114006 ; -0.331165 ; 0.350239 ; -1.23925 ; 464163 ; 464163 ; 88.8975
832 ; -0.137509 ; -0.377537 ; 0.4018 ; -1.92009 ; 464722 ; 464722 ; 88.8975
833 ; -0.343047 ; -0.281774 ; 0.443935 ; -2.45395 ; 465280 ; 465280 ; 88.8975
834 ; -0.454644 ; -0.105888 ; 0.466812 ; -2.91277 ; 465839 ; 465839 ; 88.8975
835 ; -0.457415 ; 0.0959998 ; 0.46738 ; 2.93472 ; 466397 ; 466397 ; 88.8975
836 ; -0.351063 ; 0.274398 ; 0.445578 ; 2.47816 ; 466956 ; 466956 ; 88.8975
837 ; -0.149488 ; 0.3756 ; 0.404255 ; 1.94958 ; 467515 ; 467515 ; 88.8975
838 ; 0.101806 ; 0.337729 ; 0.35274 ; 1.27802 ; 468073 ; 468073 ; 88.8975
839 ; 0.289427 ; 0.122484 ; 0.314278 ; 0.40034 ; 468632 ; 468632 ; 88.8975
840 ; 0.266522 ; -0.175243 ; 0.318973 ; -0.581644 ; 469190 ; 469190 ; 88.8975
841 ; 0.0544229 ; -0.358344 ; 0.362454 ; -1.42007 ; 469749 ; 469749 ; 88.8975
842 ; -0.193577 ; -0.365157 ; 0.413293 ; -2.05825 ; 470307 ; 470307 ; 88.8975
843 ; -0.379221 ; -0.244763 ; 0.45135 ; -2.56843 ; 470866 ; 470866 ; 88.8975
844 ; -0.465416 ; -0.058035 ; 0.469021 ; -3.01754 ; 471424 ; 471424 ; 88.8975
845 ; -0.441653 ; 0.142747 ; 0.464149 ; 2.82898 ; 471983 ; 471983 ; 88.8975
846 ; -0.310494 ; 0.307881 ; 0.437262 ; 2.36042 ; 472542 ; 472542 ; 88.8975
847 ; -0.0909885 ; 0.381564 ; 0.392263 ; 1.80489 ; 473100 ; 473100 ; 88.8975
848 ; 0.1586 ; 0.301982 ; 0.341097 ; 1.0872 ; 473659 ; 473659 ; 88.8975
849 ; 0.306547 ; 0.0510472 ; 0.310768 ; 0.165009 ; 474217 ; 474217 ; 88.8975
850 ; 0.227374 ; -0.235009 ; 0.326999 ; -0.801911 ; 474776 ; 474776 ; 88.8975
851 ; -0.00679926 ; -0.374942 ; 0.375004 ; -1.58893 ; 475334 ; 475334 ; 88.8975
852 ; -0.245795 ; -0.345484 ; 0.423998 ; -2.18917 ; 475893 ; 475893 ; 88.8975
853 ; -0.409586 ; -0.203996 ; 0.457575 ; -2.6795 ; 476451 ; 476451 ; 88.8975
854 ; -0.469832 ; -0.0093881 ; 0.469926 ; -3.12161 ; 477010 ; 477010 ; 88.8975
855 ; -0.419669 ; 0.18748 ; 0.459642 ; 2.72146 ; 477569 ; 477569 ; 88.8975
856 ; -0.264699 ; 0.33617 ; 0.427874 ; 2.23781 ; 478127 ; 478127 ; 88.8975
857 ; -0.0303867 ; 0.378622 ; 0.37984 ; 1.65088 ; 478686 ; 478686 ; 88.8975
858 ; 0.209745 ; 0.255562 ; 0.330613 ; 0.883548 ; 479244 ; 479244 ; 88.8975
859 ; 0.309356 ; -0.0227612 ; 0.310192 ; -0.0734438 ; 479803 ; 479803 ; 88.8975
860 ; 0.179071 ; -0.285369 ; 0.336901 ; -1.0104 ; 480361 ; 480361 ; 88.8975
861 ; -0.0678673 ; -0.381534 ; 0.387523 ; -1.74684 ; 480920 ; 480920 ; 88.8975
862 ; -0.29348 ; -0.31942 ; 0.433774 ; -2.3139 ; 481478 ; 481479 ; 88.8975
863 ; -0.43393 ; -0.160225 ; 0.462566 ; -2.78788 ; 482037 ; 482037 ; 88.8975
864 ; -0.467868 ; 0.0393865 ; 0.469523 ; 3.05761 ; 482596 ; 482596 ; 88.8975
865 ; -0.391597 ; 0.22949 ; 0.453888 ; 2.61151 ; 483154 ; 483154 ; 88.8975
866 ; -0.214152 ; 0.358406 ; 0.417512 ; 2.10939 ; 483713 ; 483713 ; 88.8975
867 ; 0.03097 ; 0.365953 ; 0.367261 ; 1.48637 ; 484272 ; 484271 ; 88.8975
868 ; 0.25271 ; 0.199238 ; 0.321805 ; 0.66763 ; 484830 ; 484830 ; 88.8975
869 ; 0.297646 ; -0.0955064 ; 0.312593 ; -0.310495 ; 485388 ; 485388 ; 88.8975
870 ; 0.124158 ; -0.325267 ; 0.348158 ; -1.20616 ; 485947 ; 485947 ; 88.8975
871 ; -0.127316 ; -0.378891 ; 0.39971 ; -1.89497 ; 486505 ; 486506 ; 88.8975
872 ; -0.336107 ; -0.287835 ; 0.442512 ; -2.43341 ; 487064 ; 487064 ; 88.8975
873 ; -0.452097 ; -0.11417 ; 0.46629 ; -2.89423 ; 487623 ; 487623 ; 88.8975
874 ; -0.459536 ; 0.0876242 ; 0.467815 ; 2.95317 ; 488181 ; 488181 ; 88.8975
875 ; -0.357628 ; 0.268036 ; 0.446924 ; 2.49842 ; 488740 ; 488740 ; 88.8975
876 ; -0.159473 ; 0.373698 ; 0.406302 ; 1.97414 ; 489299 ; 489298 ; 88.8975
877 ; 0.0914169 ; 0.342893 ; 0.35487 ; 1.31025 ; 489857 ; 489857 ; 88.8975
878 ; 0.285017 ; 0.134556 ; 0.315182 ; 0.441077 ; 490416 ; 490415 ; 88.8975
879 ; 0.272274 ; -0.16389 ; 0.317794 ; -0.541837 ; 490974 ; 490974 ; 88.8975
880 ; 0.0650738 ; -0.354344 ; 0.36027 ; -1.38917 ; 491532 ; 491533 ; 88.8975
881 ; -0.183975 ; -0.367888 ; 0.411325 ; -2.03451 ; 492091 ; 492091 ; 88.8975
882 ; -0.373274 ; -0.251564 ; 0.450131 ; -2.54857 ; 492650 ; 492650 ; 88.8975
883 ; -0.463982 ; -0.0665252 ; 0.468726 ; -2.99918 ; 493208 ; 493208 ; 88.8975
884 ; -0.444879 ; 0.134654 ; 0.46481 ; 2.84768 ; 493767 ; 493767 ; 88.8975
885 ; -0.318018 ; 0.302347 ; 0.438804 ; 2.38145 ; 494326 ; 494325 ; 88.8975
886 ; -0.10146 ; 0.381136 ; 0.39441 ; 1.83097 ; 494884 ; 494884 ; 88.8975
887 ; 0.148954 ; 0.309052 ; 0.343075 ; 1.12168 ; 495443 ; 495443 ; 88.8975
888 ; 0.304551 ; 0.0638744 ; 0.311177 ; 0.206736 ; 496001 ; 496001 ; 88.8975
889 ; 0.234991 ; -0.225141 ; 0.325437 ; -0.763993 ; 496560 ; 496560 ; 88.8975
890 ; 0.00400033 ; -0.372769 ; 0.37279 ; -1.56007 ; 497118 ; 497118 ; 88.8975
891 ; -0.236925 ; -0.349432 ; 0.42218 ; -2.16662 ; 497677 ; 497677 ; 88.8975
892 ; -0.404678 ; -0.211402 ; 0.456569 ; -2.66019 ; 498235 ; 498235 ; 88.8975
893 ; -0.469518 ; -0.0179694 ; 0.469861 ; -3.10334 ; 498794 ; 498794 ; 88.8975
894 ; -0.42398 ; 0.179792 ; 0.460526 ; 2.74052 ; 499353 ; 499352 ; 88.8975
895 ; -0.27311 ; 0.33161 ; 0.429598 ; 2.25976 ; 499911 ; 499911 ; 88.8975
896 ; -0.0411387 ; 0.379822 ; 0.382044 ; 1.67869 ; 500470 ; 500470 ; 88.8975
897 ; 0.201272 ; 0.264472 ; 0.332349 ; 0.920271 ; 501028 ; 501028 ; 88.8975
898 ; 0.309922 ; -0.00976281 ; 0.310076 ; -0.0314904 ; 501587 ; 501587 ; 88.8975
899 ; 0.188115 ; -0.277253 ; 0.335047 ; -0.974649 ; 502145 ; 502145 ; 88.8975
900 ; -0.05721 ; -0.381068 ; 0.385338 ; -1.71981 ; 502704 ; 502704 ; 88.8975
901 ; -0.285449 ; -0.324427 ; 0.432127 ; -2.29237 ; 503262 ; 503262 ; 88.8975
902 ; -0.430094 ; -0.168106 ; 0.461779 ; -2.76899 ; 503821 ; 503821 ; 88.8975
903 ; -0.468676 ; 0.0308308 ; 0.469689 ; 3.0759 ; 504379 ; 504379 ; 88.8975
904 ; -0.396967 ; 0.222333 ; 0.454988 ; 2.63104 ; 504938 ; 504938 ; 88.8975
905 ; -0.223359 ; 0.354974 ; 0.419399 ; 2.13243 ; 505497 ; 505497 ; 88.8975
906 ; 0.0201965 ; 0.368918 ; 0.36947 ; 1.51611 ; 506055 ; 506055 ; 88.8975
907 ; 0.245861 ; 0.209801 ; 0.323209 ; 0.706425 ; 506614 ; 506614 ; 88.8975
908 ; 0.300732 ; -0.0829435 ; 0.31196 ; -0.269115 ; 507172 ; 507172 ; 88.8975
909 ; 0.134181 ; -0.319034 ; 0.346103 ; -1.17267 ; 507731 ; 507731 ; 88.8975
910 ; -0.117036 ; -0.379987 ; 0.397603 ; -1.86958 ; 508289 ; 508289 ; 88.8975
911 ; -0.328998 ; -0.293751 ; 0.441055 ; -2.41273 ; 508848 ; 508848 ; 88.8975
912 ; -0.449356 ; -0.122402 ; 0.465728 ; -2.87565 ; 509406 ; 509406 ; 88.8975
913 ; -0.461461 ; 0.0792112 ; 0.46821 ; 2.9716 ; 509965 ; 509965 ; 88.8975
914 ; -0.364017 ; 0.261543 ; 0.448234 ; 2.51856 ; 510524 ; 510524 ; 88.8975
915 ; -0.169354 ; 0.371552 ; 0.408328 ; 1.99846 ; 511082 ; 511082 ; 88.8975
916 ; 0.0809388 ; 0.347722 ; 0.357018 ; 1.3421 ; 511641 ; 511641 ; 88.8975
917 ; 0.280209 ; 0.14644 ; 0.316167 ; 0.481571 ; 512199 ; 512199 ; 88.8975
918 ; 0.277657 ; -0.152314 ; 0.316691 ; -0.501743 ; 512758 ; 512758 ; 88.8975
919 ; 0.075664 ; -0.350014 ; 0.358099 ; -1.3579 ; 513316 ; 513316 ; 88.8975
920 ; -0.174259 ; -0.370388 ; 0.409333 ; -2.01055 ; 513875 ; 513875 ; 88.8975
921 ; -0.36715 ; -0.258246 ; 0.448876 ; -2.5286 ; 514433 ; 514434 ; 88.8975
922 ; -0.462351 ; -0.0749872 ; 0.468392 ; -2.98081 ; 514992 ; 514992 ; 88.8975
923 ; -0.447911 ; 0.126503 ; 0.465432 ; 2.86633 ; 515551 ; 515551 ; 88.8975
924 ; -0.325377 ; 0.296657 ; 0.440312 ; 2.40233 ; 516109 ; 516109 ; 88.8975
925 ; -0.11186 ; 0.380437 ; 0.396541 ; 1.85677 ; 516668 ; 516668 ; 88.8975
926 ; 0.139147 ; 0.315788 ; 0.345085 ; 1.15576 ; 517227 ; 517226 ; 88.8975
927 ; 0.302115 ; 0.0766093 ; 0.311677 ; 0.248342 ; 517785 ; 517785 ; 88.8975
928 ; 0.242312 ; -0.214987 ; 0.323936 ; -0.725716 ; 518343 ; 518343 ; 88.8975
929 ; 0.0147965 ; -0.370281 ; 0.370577 ; -1.53086 ; 518902 ; 518902 ; 88.8975
930 ; -0.227918 ; -0.353176 ; 0.420333 ; -2.14389 ; 519460 ; 519461 ; 88.8975
931 ; -0.399585 ; -0.218712 ; 0.455525 ; -2.64079 ; 520019 ; 520019 ; 88.8975
932 ; -0.469006 ; -0.0265432 ; 0.469756 ; -3.08506 ; 520578 ; 520578 ; 88.8975
933 ; -0.428102 ; 0.172024 ; 0.461371 ; 2.75951 ; 521136 ; 521136 ; 88.8975
934 ; -0.281372 ; 0.326867 ; 0.431291 ; 2.28153 ; 521695 ; 521695 ; 88.8975
935 ; -0.0518586 ; 0.380726 ; 0.384241 ; 1.70617 ; 522254 ; 522253 ; 88.8975
936 ; 0.192561 ; 0.273069 ; 0.334135 ; 0.956607 ; 522812 ; 522812 ; 88.8975
937 ; 0.310036 ; 0.00324985 ; 0.310053 ; 0.0104818 ; 523370 ; 523370 ; 88.8975
938 ; 0.196941 ; -0.268815 ; 0.333237 ; -0.938508 ; 523929 ; 523929 ; 88.8975
939 ; -0.0465091 ; -0.380311 ; 0.383145 ; -1.69248 ; 524487 ; 524488 ; 88.8975
940 ; -0.277265 ; -0.329258 ; 0.430449 ; -2.27068 ; 525046 ; 525046 ; 88.8975
941 ; -0.426067 ; -0.175914 ; 0.460954 ; -2.75003 ; 525605 ; 525605 ; 88.8975
942 ; -0.469286 ; 0.0222622 ; 0.469814 ; 3.09419 ; 526163 ; 526163 ; 88.8975
943 ; -0.402152 ; 0.215074 ; 0.456051 ; 2.65049 ; 526722 ; 526722 ; 88.8975
944 ; -0.232433 ; 0.351332 ; 0.421259 ; 2.15527 ; 527281 ; 527280 ; 88.8975
945 ; 0.00940543 ; 0.371563 ; 0.371682 ; 1.54549 ; 527839 ; 527839 ; 88.8975
946 ; 0.238694 ; 0.220093 ; 0.324678 ; 0.744878 ; 528398 ; 528398 ; 88.8975
947 ; 0.303386 ; -0.0702616 ; 0.311416 ; -0.227579 ; 528956 ; 528956 ; 88.8975
948 ; 0.144064 ; -0.312465 ; 0.344077 ; -1.13879 ; 529514 ; 529515 ; 88.8975
949 ; -0.106675 ; -0.38082 ; 0.395479 ; -1.84392 ; 530073 ; 530073 ; 88.8975
950 ; -0.321722 ; -0.299518 ; 0.439563 ; -2.39192 ; 530632 ; 530632 ; 88.8975
951 ; -0.44642 ; -0.130581 ; 0.465126 ; -2.85702 ; 531190 ; 531190 ; 88.8975
952 ; -0.46319 ; 0.0707647 ; 0.468564 ; 2.98999 ; 531749 ; 531749 ; 88.8975
953 ; -0.370231 ; 0.254924 ; 0.449508 ; 2.53859 ; 532308 ; 532307 ; 88.8975
954 ; -0.179126 ; 0.369169 ; 0.410331 ; 2.02255 ; 532866 ; 532866 ; 88.8975
955 ; 0.0703831 ; 0.352218 ; 0.359182 ; 1.37357 ; 533425 ; 533425 ; 88.8975
956 ; 0.275016 ; 0.158122 ; 0.317232 ; 0.521802 ; 533983 ; 533983 ; 88.8975
957 ; 0.282659 ; -0.140529 ; 0.315665 ; -0.461378 ; 534542 ; 534542 ; 88.8975
958 ; 0.0861824 ; -0.345352 ; 0.355943 ; -1.32624 ; 535100 ; 535100 ; 88.8975
959 ; -0.164432 ; -0.372654 ; 0.407319 ; -1.98635 ; 535659 ; 535659 ; 88.8975
960 ; -0.360848 ; -0.264802 ; 0.447584 ; -2.50852 ; 536217 ; 536217 ; 88.8975
961 ; -0.460524 ; -0.0834175 ; 0.468018 ; -2.9624 ; 536776 ; 536776 ; 88.8975
962 ; -0.450749 ; 0.118297 ; 0.466014 ; 2.88494 ; 537335 ; 537334 ; 88.8975
963 ; -0.33257 ; 0.290815 ; 0.441787 ; 2.42308 ; 537893 ; 537893 ; 88.8975
964 ; -0.122181 ; 0.379473 ; 0.398657 ; 1.88229 ; 538452 ; 538452 ; 88.8975
965 ; 0.129192 ; 0.322189 ; 0.347126 ; 1.18944 ; 539010 ; 539010 ; 88.8975
966 ; 0.299244 ; 0.089234 ; 0.312265 ; 0.289803 ; 539569 ; 539569 ; 88.8975
967 ; 0.249322 ; -0.204558 ; 0.322499 ; -0.687091 ; 540127 ; 540127 ; 88.8975
968 ; 0.02558 ; -0.367477 ; 0.368366 ; -1.5013 ; 540686 ; 540686 ; 88.8975
969 ; -0.218777 ; -0.356714 ; 0.41846 ; -2.12095 ; 541244 ; 541244 ; 88.8975
970 ; -0.394308 ; -0.225921 ; 0.454443 ; -2.6213 ; 541803 ; 541803 ; 88.8975
971 ; -0.468297 ; -0.0351058 ; 0.469611 ; -3.06677 ; 542362 ; 542362 ; 88.8975
972 ; -0.432033 ; 0.164179 ; 0.462177 ; 2.77843 ; 542920 ; 542920 ; 88.8975
973 ; -0.28948 ; 0.321948 ; 0.432954 ; 2.30314 ; 543479 ; 543479 ; 88.8975
974 ; -0.0625386 ; 0.381337 ; 0.386431 ; 1.73335 ; 544037 ; 544037 ; 88.8975
975 ; 0.183624 ; 0.281347 ; 0.335967 ; 0.992552 ; 544596 ; 544596 ; 88.8975
976 ; 0.309696 ; 0.0162578 ; 0.310123 ; 0.0524477 ; 545154 ; 545154 ; 88.8975
977 ; 0.205535 ; -0.260061 ; 0.331476 ; -0.901978 ; 545713 ; 545713 ; 88.8975
978 ; -0.0357722 ; -0.37926 ; 0.380944 ; -1.66484 ; 546271 ; 546271 ; 88.8975
979 ; -0.268928 ; -0.33391 ; 0.428741 ; -2.24882 ; 546830 ; 546830 ; 88.8975
980 ; -0.421851 ; -0.183642 ; 0.46009 ; -2.73101 ; 547388 ; 547389 ; 88.8975
981 ; -0.469699 ; 0.0136842 ; 0.469899 ; 3.11247 ; 547947 ; 547947 ; 88.8975
982 ; -0.407153 ; 0.207715 ; 0.457077 ; 2.66985 ; 548506 ; 548506 ; 88.8975
983 ; -0.241372 ; 0.347485 ; 0.423092 ; 2.17791 ; 549064 ; 549064 ; 88.8975
984 ; -0.00139361 ; 0.373893 ; 0.373896 ; 1.57452 ; 549623 ; 549623 ; 88.8975
985 ; 0.231223 ; 0.230106 ; 0.32621 ; 0.782976 ; 550181 ; 550181 ; 88.8975
986 ; 0.305603 ; -0.0574783 ; 0.310962 ; -0.18591 ; 550740 ; 550740 ; 88.8975
987 ; 0.153792 ; -0.305563 ; 0.342083 ; -1.1045 ; 551298 ; 551298 ; 88.8975
